Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-23,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.41B,40.97,89.28,0.85%,1160309,25.04,4.38,5.23,5.79,20.70,60.50,26.10%,15.03%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.45%,89.80%,1.15%,1.67%,2.41,2.13M,2.10%,5.06%,33.25%,4.80%,22.07%,4.65%,1.57%,2.21%,2.20,0.54,0.81%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.13,0.99%,8.31%,11.90%,-4.04%,46.05%,62.34,0.10%,0.75%
AA,2020-06-23,Alcoa Corporation,Basic Materials,Aluminum,USA,2.30B,-,12.2,3.13%,7232610,-,-,0.23,0.53,2.78,85.26,-559.70%,86.60%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.05%,78.50%,-11.32%,6.38%,1.2,9.86M,5.63%,48.60%,67.81%,-42.53%,-45.09%,-43.28%,5.03%,7.33%,2.70,0.73,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.30,0.81,10.78%,35.98%,-19.57%,-50.47%,136.43%,64.66,0.66%,2.45%
AAL,2020-06-23,American Airlines Group Inc.,Industrials,Airlines,USA,6.10B,-,14.0,-6.17%,202577018,-,-,0.14,-,1.71,-,25.20%,90.00%,-0.70%,-3.32%,1.40%,425.71M,416.38M,1.40%,0.89%,71.30%,-16.33%,30.50%,1.37,92.97M,-17.79%,44.33%,0.57%,-51.79%,-56.00%,-51.19%,5.98%,11.15%,3.30,2.18,2.86%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.79,1.68,-6.42%,14.50%,-36.40%,-59.99%,69.70%,48.68,1.67%,-7.71%
AAN,2020-06-23,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.08B,-,44.38,1.88%,401717,11.08,-,0.76,2.05,5.59,11.08,-83.50%,23.95%,-15.70%,10.10%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.62%,6.07%,3.8,1.07M,-2.46%,30.61%,113.26%,-24.60%,-27.94%,-22.29%,4.90%,6.28%,1.90,0.38,0.36%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.74,5.12%,28.81%,-9.35%,-43.57%,241.25%,60.42,-0.38%,2.27%
AAOI,2020-06-23,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,201.39M,-,9.8,-1.41%,521558,-,-,1.13,0.77,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,8.00%,-1.81%,60.30%,-0.86%,29.01%,7.8,711.37K,6.64%,13.82%,27.27%,-11.87%,7.57%,-17.51%,6.82%,5.61%,3.20,0.73,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.53,4.20%,5.33%,-4.19%,-38.67%,96.00%,54.94,-2.10%,0.70%
AAON,2020-06-23,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.82B,44.25,54.21,0.30%,120848,39.00,3.69,5.72,9.22,-,45.49,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.85%,71.20%,-3.61%,8.01%,12.85,253.15K,0.78%,4.85%,19.17%,8.72%,11.80%,9.71%,2.55%,3.62%,3.30,0.48,0.70%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.73,2.01,-0.74%,7.36%,8.08%,-9.65%,33.92%,55.1,-0.86%,1.17%
AAP,2020-06-23,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,10.56B,27.33,149.97,-1.08%,1210308,17.86,3.69,1.12,2.93,8.25,30.06,21.10%,31.28%,0.40%,7.40%,-0.30%,69.18M,68.85M,0.40%,2.35%,-,-1.29%,2.84%,1.83,1.07M,5.12%,12.35%,73.62%,-5.15%,-1.55%,-6.36%,3.83%,3.49%,2.30,1.13,0.67%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.33,5.59,5.68%,15.68%,6.74%,-12.52%,110.25%,63.51,-1.67%,0.60%
AAPL,2020-06-23,Apple Inc.,Technology,Consumer Electronics,USA,1597.80B,28.73,366.53,2.13%,52844621,24.66,2.50,5.96,20.37,16.99,30.37,-2.60%,19.92%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.62%,0.79%,0.87,39.25M,4.10%,14.94%,48.46%,31.17%,84.58%,24.82%,2.18%,2.43%,2.00,1.35,0.89%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.18,8.81,9.30%,17.68%,31.38%,1.97%,90.33%,76.15,0.70%,1.43%
AAT,2020-06-23,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.80B,37.04,28.45,0.39%,374142,40.64,12.35,4.75,1.29,18.09,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.38M,0.50%,52.01%,99.40%,-0.83%,0.75%,0.99,450.54K,-8.81%,13.03%,19.19%,-36.71%,-39.80%,-38.02%,4.34%,5.03%,2.70,0.83,2.81%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.00,1.65,-3.58%,2.69%,-27.53%,-42.25%,41.19%,48.8,-1.42%,1.83%
AAU,2020-06-23,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,61.00M,-,0.51,5.11%,307333,-,-,-,1.11,33.89,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,47.07%,1.05%,2.94,399.50K,4.49%,11.30%,76.55%,2.26%,-22.42%,-13.07%,6.90%,7.64%,-,0.77,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.07,0.04,4.98%,15.42%,4.16%,-37.56%,141.40%,56.31,2.40%,2.65%
