Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-08,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,24.38B,31.65,76.69,3.59%,2678025
AA,2020-04-08,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.37B,-,7.26,3.27%,7487879
AAAU,2020-04-08,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.42,-0.73%,110724
AACG,2020-04-08,4,ATA Creativity Global,Services,Education & Training Services,China,24.19M,-,0.88,-2.74%,14167
AADR,2020-04-08,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,42.56,2.07%,4832
AAL,2020-04-08,6,American Airlines Group Inc.,Services,Major Airlines,USA,5.17B,2.98,11.33,10.86%,81349864
AAMC,2020-04-08,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,21.96M,-,13.15,-0.68%,144
AAME,2020-04-08,8,Atlantic American Corporation,Financial,Life Insurance,USA,43.83M,-,2.14,-2.28%,494
AAN,2020-04-08,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.63B,57.04,23.67,3.45%,1235594
AAOI,2020-04-08,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,167.33M,-,8.01,0.88%,537492
AAON,2020-04-08,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.74B,48.09,49.05,4.47%,199324
AAP,2020-04-08,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.41B,15.00,102.52,3.10%,680737
AAPL,2020-04-08,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1181.16B,21.01,266.07,2.56%,41207280
AAT,2020-04-08,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.70B,31.66,26.75,8.39%,402939
AAU,2020-04-08,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,35.87M,-,0.29,2.74%,414860
AAWW,2020-04-08,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,739.97M,-,24.47,5.75%,798979
AAXJ,2020-04-08,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,61.72,0.73%,940454
AAXN,2020-04-08,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.39B,5575.38,72.48,5.10%,565357
AB,2020-04-08,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.19B,8.41,20.91,3.82%,568040
ABB,2020-04-08,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,40.03B,38.02,17.83,0.56%,2166333
ABBV,2020-04-08,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,118.79B,14.88,78.56,4.20%,12134585
ABC,2020-04-08,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.76B,28.66,88.33,1.30%,1699844
ABCB,2020-04-08,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.85B,8.47,24.11,5.47%,337977
ABEO,2020-04-08,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,200.03M,-,2.37,3.04%,924322
ABEQ,2020-04-08,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.19,2.19%,12675
ABEV,2020-04-08,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,37.91B,13.69,2.41,1.69%,19446096
ABG,2020-04-08,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.17B,5.68,54.34,10.81%,493173
ABIO,2020-04-08,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.60M,-,2.88,4.35%,7684
