Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-19,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.05B,40.72,88.73,0.59%,1782505,24.97,4.36,5.17,5.75,20.43,59.72,26.10%,14.68%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.68%,89.80%,1.16%,1.67%,2.35,2.19M,3.04%,8.59%,33.51%,6.35%,21.02%,4.01%,2.52%,2.38%,2.20,0.81,0.81%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.13,2.29,1.02%,8.23%,11.44%,-4.63%,45.15%,61.13,-0.76%,1.36%
AA,2020-06-19,Alcoa Corporation,Basic Materials,Aluminum,USA,1.93B,-,11.48,-1.46%,8889770,-,-,0.19,0.50,2.33,71.44,-559.70%,84.30%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.06%,78.50%,-12.55%,6.38%,1.2,9.85M,-0.43%,37.49%,109.49%,-45.20%,-49.00%,-46.63%,6.29%,7.36%,2.60,0.9,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.21,0.85,7.57%,30.47%,-24.68%,-53.39%,122.48%,59.73,-4.17%,2.83%
AAL,2020-06-19,American Airlines Group Inc.,Industrials,Airlines,USA,5.81B,-,16.0,-2.97%,91645076,-,-,0.13,-,1.63,-,25.20%,90.50%,-0.70%,-3.32%,1.40%,425.71M,416.46M,1.30%,1.16%,71.30%,-18.97%,30.49%,1.38,91.77M,-4.42%,62.11%,54.14%,-42.86%,-50.23%,-44.21%,9.11%,11.08%,3.40,1.0,2.50%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.62,1.74,11.16%,32.39%,-27.70%,-54.27%,93.94%,56.83,-5.55%,2.73%
AAN,2020-06-19,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.75B,-,42.26,-2.58%,1400063,10.68,-,0.68,1.95,5.00,9.91,-83.50%,24.63%,-15.70%,10.10%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.91%,6.07%,3.69,1.10M,-2.96%,25.18%,181.73%,-28.86%,-31.12%,-26.00%,6.06%,6.22%,1.90,1.27,0.38%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.57,2.88,2.29%,25.34%,-14.02%,-46.27%,224.95%,56.81,-3.78%,1.24%
AAOI,2020-06-19,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,195.71M,-,9.8,-1.01%,943283,-,-,1.10,0.77,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,6.60%,-2.25%,60.30%,-0.94%,29.02%,7.69,721.08K,11.24%,13.82%,45.40%,-12.34%,10.36%,-17.51%,7.38%,5.45%,3.20,1.31,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.96,0.56,5.59%,6.23%,-4.15%,-38.67%,96.00%,56.41,-1.80%,0.81%
AAON,2020-06-19,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.77B,43.58,53.38,0.00%,323165,38.40,3.63,5.63,9.08,-,44.74,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.85%,71.20%,-3.62%,8.01%,12.41,262.04K,2.73%,6.06%,17.60%,6.89%,8.06%,8.03%,3.58%,3.68%,3.30,1.23,0.71%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.75,2.12,-1.90%,6.15%,6.55%,-11.03%,31.86%,53.0,-0.91%,0.92%
AAP,2020-06-19,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.82B,26.41,144.9,-1.90%,1041492,17.28,3.57,1.04,2.83,7.67,27.95,21.10%,31.00%,0.40%,7.40%,-0.30%,69.18M,68.86M,0.40%,2.45%,-,-1.38%,2.84%,1.83,1.07M,6.76%,6.76%,93.12%,-8.31%,-5.46%,-9.53%,4.49%,3.44%,2.30,0.97,0.69%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,5.54,3.14%,13.30%,3.16%,-15.48%,103.14%,60.63,-3.70%,1.87%
AAPL,2020-06-19,Apple Inc.,Technology,Consumer Electronics,USA,1502.83B,27.42,349.72,-0.57%,65261525,23.53,2.39,5.61,19.44,15.98,28.56,-2.60%,20.04%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.21%,62.00%,-0.64%,0.79%,0.85,40.32M,3.22%,9.55%,52.56%,25.02%,75.33%,19.09%,2.43%,2.32%,2.00,1.62,0.94%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.16,8.56,5.43%,13.56%,26.01%,-1.60%,81.60%,69.12,-1.60%,1.04%
AAT,2020-06-19,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.60B,36.82,28.28,-4.88%,1077988,40.40,12.27,4.24,1.29,16.14,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.39M,0.50%,41.46%,99.40%,-0.97%,0.75%,1.0,446.90K,-5.58%,9.57%,25.91%,-36.73%,-41.12%,-38.39%,5.05%,5.13%,2.70,2.41,2.83%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,0.97,1.76,-3.25%,2.10%,-28.31%,-42.59%,40.35%,48.23,-6.48%,1.72%
AAU,2020-06-19,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,51.38M,-,0.47,-4.25%,353438,-,-,-,1.02,28.55,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,53.64%,1.05%,2.96,397.26K,-9.52%,2.02%,84.47%,-5.92%,-21.60%,-20.14%,7.66%,7.62%,-,0.89,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.06,0.04,-2.91%,7.70%,-4.73%,-42.63%,121.78%,50.03,-4.00%,-0.26%
AAWW,2020-06-19,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.06B,-,40.83,1.37%,925687,6.51,-,0.39,0.58,4.70,5.11,-218.60%,-20.77%,-36.10%,10.00%,8.80%,25.97M,25.52M,2.10%,-7.18%,99.50%,-0.77%,11.93%,4.35,699.69K,3.55%,2.43%,78.06%,49.78%,-2.62%,48.10%,5.03%,5.86%,1.70,1.32,-,-4.20%,-12.10%,-5.00%,0.70,0.70,1.17,1.33,53.30%,-12.00%,-8.90%,May 07/b,1.67,2.32,-0.45%,15.16%,47.55%,-14.40%,172.75%,56.47,0.52%,0.84%
AAXN,2020-06-19,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.16B,-,90.12,-1.84%,2134034,64.93,-,9.17,9.60,14.94,64.31,-97.10%,16.93%,-47.40%,30.00%,26.40%,59.61M,58.74M,2.00%,-18.01%,88.10%,-4.70%,8.82%,4.89,1.06M,-4.22%,18.25%,48.27%,29.06%,23.10%,22.98%,6.75%,6.73%,2.10,2.01,-,-0.20%,-0.30%,-1.40%,3.20,2.90,0.00,0.00,58.20%,-1.70%,-0.30%,May 07/a,0.70,6.15,1.16%,12.36%,26.88%,-14.09%,80.96%,52.0,-2.87%,1.06%
AB,2020-06-19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.51B,10.13,26.66,-3.41%,414762,10.20,7.05,8.86,1.73,-,5027.54,-0.70%,7.52%,6.40%,1.44%,5.80%,98.31M,91.45M,0.20%,-70.60%,21.80%,-2.79%,2.14%,3.56,550.74K,4.92%,12.54%,56.27%,-11.16%,-9.29%,-11.90%,4.66%,4.38%,2.30,0.75,9.60%,17.00%,17.00%,15.40%,-,-,0.00,0.00,-,100.00%,89.70%,Apr 28/b,1.51,1.27,3.28%,14.87%,-3.14%,-26.07%,101.36%,60.86,-4.79%,1.45%
ABB,2020-06-19,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,46.39B,46.96,21.32,0.00%,1993429,20.74,3.22,1.70,3.93,6.91,36.07,-27.90%,52.98%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,4.20%,-6.13%,0.08%,0.62,2.45M,2.16%,12.57%,33.58%,-11.31%,7.73%,-11.50%,2.19%,1.98%,2.50,0.81,3.89%,2.80%,10.00%,5.20%,1.20,1.00,0.59,1.10,31.60%,6.30%,4.70%,Apr 28/b,1.11,0.55,3.49%,12.16%,3.04%,-15.73%,44.94%,64.46,-1.93%,1.97%
ABBV,2020-06-19,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,170.07B,17.11,96.71,0.50%,9150809,8.26,1.67,4.99,-,-,24.26,42.30%,13.90%,36.80%,10.28%,10.80%,1.48B,1.47B,0.10%,-2.00%,63.30%,1.61%,1.30%,1.63,11.79M,4.60%,6.05%,40.53%,8.26%,23.45%,9.23%,2.44%,2.74%,2.00,0.78,4.88%,11.30%,-103.70%,21.20%,3.10,3.00,-,-,77.10%,39.90%,24.60%,May 01/b,0.82,2.66,3.90%,9.91%,15.73%,-2.65%,54.61%,64.74,-1.32%,1.84%
ABC,2020-06-19,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,20.48B,13.45,102.15,1.90%,1732582,12.49,1.63,0.11,5.84,5.55,12.77,-18.60%,9.60%,26.40%,8.23%,8.50%,205.37M,146.20M,0.20%,-39.20%,67.40%,-2.90%,2.61%,2.54,1.50M,7.67%,10.16%,26.72%,22.26%,19.39%,20.15%,2.64%,2.88%,2.40,1.15,1.64%,4.00%,51.00%,13.00%,1.00,0.60,1.01,1.15,2.80%,0.60%,0.90%,May 07/b,0.61,3.1,5.62%,11.67%,16.43%,-0.82%,41.76%,64.87,0.15%,1.75%
ABCB,2020-06-19,Ameris Bancorp,Financial,Banks - Regional,USA,1.61B,10.43,23.83,-3.79%,854127,9.17,1.30,2.31,0.68,2.19,-,-1.60%,13.04%,13.50%,8.00%,31.10%,69.25M,65.50M,4.30%,0.69%,86.70%,-1.00%,2.86%,3.97,472.22K,-0.87%,10.17%,14.79%,-45.59%,-37.22%,-43.98%,7.60%,6.79%,1.70,1.81,2.52%,0.90%,6.40%,15.20%,-,-,0.16,0.16,-,72.10%,20.30%,Apr 23/a,1.49,1.94,-5.15%,0.94%,-31.55%,-46.93%,39.19%,48.33,-5.59%,1.90%
