Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-10,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.96B,41.22,89.81,0.04%,1406625,25.27,4.41,5.34,5.82,21.12,61.73,26.10%,14.68%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-11.00%,89.80%,1.13%,2.01%,2.5,2.48M,-0.75%,10.51%,30.46%,10.03%,28.14%,5.27%,1.94%,2.30%,2.20,0.57,0.80%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.04,4.69%,12.48%,13.65%,-3.47%,46.92%,68.15,-0.56%,0.61%
AA,2020-06-10,Alcoa Corporation,Basic Materials,Aluminum,USA,2.26B,-,12.17,-3.34%,8209336,-,-,0.22,0.53,2.73,83.84,-559.70%,79.50%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.04%,78.50%,-11.49%,5.97%,1.11,9.93M,13.00%,56.63%,32.28%,-39.90%,-43.84%,-43.42%,9.36%,7.72%,2.60,0.83,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.29,0.81,31.72%,50.70%,-21.22%,-50.59%,135.85%,70.96,-2.72%,-0.64%
AAL,2020-06-10,American Airlines Group Inc.,Industrials,Airlines,USA,7.25B,-,17.02,-8.25%,162438745,-,-,0.17,-,2.03,-,25.20%,90.40%,-0.70%,-3.32%,1.40%,425.71M,417.74M,1.30%,0.99%,71.30%,-16.66%,35.34%,1.73,85.50M,43.63%,68.51%,4.67%,-38.09%,-44.34%,-40.66%,20.05%,10.19%,3.30,1.9,2.35%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.78,1.74,42.50%,51.09%,-24.19%,-51.36%,106.30%,64.62,-3.79%,-4.64%
AAN,2020-06-10,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.05B,-,45.63,-5.86%,863401,12.55,-,0.76,2.11,5.53,10.98,-83.50%,35.76%,-15.70%,9.90%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.88%,6.59%,3.7,1.19M,14.97%,32.22%,51.39%,-22.20%,-22.73%,-20.10%,7.67%,6.49%,1.90,0.73,0.35%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.93,22.77%,49.57%,-8.42%,-41.98%,250.87%,68.0,-5.86%,0.00%
AAOI,2020-06-10,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,187.71M,-,9.39,-3.15%,307520,-,-,1.05,0.74,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,6.60%,-3.39%,60.40%,-0.77%,34.36%,8.59,764.54K,-1.57%,-3.30%,33.38%,-9.01%,2.96%,-20.96%,5.09%,4.97%,3.20,0.4,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.57,4.04%,4.42%,-8.01%,-41.24%,87.80%,52.41,-3.49%,0.36%
AAON,2020-06-10,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.82B,46.00,56.35,-1.64%,216616,40.54,3.83,5.71,9.58,-,45.41,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.70%,-1.91%,71.20%,-3.77%,7.86%,10.02,318.27K,1.75%,16.33%,27.43%,14.02%,17.47%,14.05%,3.20%,3.65%,3.30,0.68,0.67%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,2.05,6.91%,13.94%,13.00%,-6.08%,39.20%,64.32,-2.31%,0.68%
AAP,2020-06-10,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.71B,25.58,140.38,-2.66%,863459,16.74,3.46,1.03,2.75,7.59,27.64,21.10%,31.00%,0.40%,7.40%,-0.30%,69.18M,68.86M,0.40%,-0.29%,-,-1.35%,3.07%,1.86,1.14M,-1.36%,11.47%,11.75%,-7.38%,-7.75%,-12.35%,2.55%,3.36%,2.30,0.76,0.71%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,4.66,3.32%,15.90%,0.05%,-18.11%,96.81%,60.76,-2.73%,0.08%
AAPL,2020-06-10,Apple Inc.,Technology,Consumer Electronics,USA,1538.42B,27.66,352.84,2.57%,41355786,23.77,2.41,5.74,19.61,16.36,29.24,-2.60%,19.99%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.63%,0.78%,0.75,44.98M,8.53%,12.01%,28.11%,32.19%,81.12%,20.16%,2.53%,2.15%,2.00,0.92,0.93%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.17,7.54,10.40%,19.77%,29.42%,2.09%,85.41%,81.58,1.40%,1.16%
AAT,2020-06-10,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.84B,40.22,30.89,-7.21%,644208,44.13,13.41,4.88,1.40,18.58,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.39M,0.70%,24.78%,99.40%,-0.92%,1.12%,1.45,458.09K,5.00%,18.53%,-13.33%,-35.19%,-31.89%,-32.70%,5.76%,5.32%,2.70,1.41,2.59%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.01,1.69,12.45%,15.29%,-22.83%,-37.29%,53.30%,57.0,-6.00%,-1.29%
AAU,2020-06-10,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,64.32M,-,0.56,8.75%,696862,-,-,-,1.23,35.73,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,50.29%,1.22%,3.31,411.11K,24.10%,32.80%,83.96%,13.45%,18.67%,-4.18%,6.91%,7.66%,-,1.7,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.06,0.03,23.25%,39.32%,12.41%,-31.17%,166.10%,69.84,6.49%,2.12%
AAWW,2020-06-10,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.11B,-,40.95,-0.87%,471541,6.53,-,0.41,0.58,4.93,5.36,-218.60%,-20.77%,-36.10%,10.00%,8.80%,25.97M,25.52M,2.10%,-6.88%,99.50%,-0.79%,12.32%,3.8,826.39K,-10.49%,8.19%,127.75%,54.41%,-1.16%,48.53%,7.44%,6.22%,1.50,0.57,-,-4.20%,-12.10%,-5.00%,0.70,0.70,1.17,1.33,53.30%,-12.00%,-8.90%,May 07/b,1.70,2.54,2.14%,23.96%,50.81%,-14.15%,173.55%,58.1,-2.66%,1.84%
AAXN,2020-06-10,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,6.21B,-,103.25,2.97%,1771749,74.39,-,11.05,11.00,18.00,77.48,-97.10%,16.93%,-47.40%,30.00%,26.40%,59.61M,58.74M,2.00%,-18.76%,88.20%,-4.43%,8.93%,5.35,980.72K,13.24%,21.59%,70.75%,42.87%,46.60%,40.90%,5.49%,6.02%,2.10,1.81,-,-0.20%,-0.30%,-1.40%,3.20,2.90,0.00,0.00,58.20%,-1.70%,-0.30%,May 07/a,0.76,5.86,24.94%,35.56%,47.93%,-1.44%,107.33%,71.35,1.68%,1.27%
AB,2020-06-10,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.57B,9.97,26.25,-1.20%,330411,10.14,6.94,9.04,1.70,-,5130.30,-0.70%,7.16%,6.40%,1.44%,5.80%,98.31M,91.39M,0.30%,-60.70%,21.80%,-2.69%,1.88%,2.61,658.05K,-0.30%,16.61%,-1.35%,-8.44%,-6.48%,-13.25%,4.40%,4.75%,2.30,0.5,9.75%,17.00%,17.00%,15.40%,-,-,0.00,0.00,-,100.00%,89.70%,Apr 28/b,1.52,1.19,7.60%,18.63%,-4.88%,-27.20%,98.26%,66.25,-2.27%,1.09%
ABB,2020-06-10,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,46.33B,47.67,21.64,-0.41%,1681620,22.88,3.26,1.69,3.99,6.90,36.03,-27.90%,58.19%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,4.20%,-6.24%,0.11%,0.83,2.58M,0.79%,18.32%,14.92%,-4.59%,11.37%,-10.17%,1.50%,1.81%,2.70,0.65,3.84%,2.80%,10.00%,5.20%,1.20,1.00,0.59,1.10,31.60%,6.30%,4.70%,Apr 28/b,1.13,0.48,10.57%,17.31%,5.04%,-14.47%,47.11%,73.15,-1.64%,1.24%
ABBV,2020-06-10,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,169.30B,17.15,96.9,0.76%,11116184,8.27,1.67,4.97,-,-,24.15,42.30%,13.89%,36.80%,10.25%,10.80%,1.48B,1.75B,0.10%,-2.01%,63.30%,1.61%,1.42%,1.92,12.94M,6.61%,10.24%,14.20%,12.10%,23.96%,9.44%,2.71%,2.79%,2.10,0.86,4.87%,11.30%,-103.70%,21.20%,3.10,3.00,-,-,77.10%,39.90%,24.60%,May 01/b,0.82,2.69,5.75%,13.70%,17.37%,-0.98%,54.92%,71.87,-0.06%,0.82%
ABC,2020-06-10,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.82B,12.77,96.95,-2.95%,897540,11.86,1.55,0.11,5.55,5.37,12.35,-18.60%,9.60%,26.40%,8.23%,8.50%,205.37M,146.20M,0.20%,-40.03%,67.40%,-2.86%,2.84%,2.36,1.76M,-2.55%,6.96%,14.11%,12.22%,14.44%,14.03%,3.35%,3.28%,2.40,0.51,1.73%,4.00%,51.00%,13.00%,1.00,0.60,1.01,1.15,2.80%,0.60%,0.90%,May 07/b,0.62,3.23,3.84%,7.86%,11.14%,-5.86%,34.54%,57.16,-3.42%,0.48%
