Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-08,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,28.11B,41.44,90.29,-0.10%,1733413,25.41,4.43,5.37,5.85,21.23,62.06,26.10%,14.68%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-11.00%,89.80%,1.13%,2.01%,2.44,2.54M,0.42%,15.02%,27.62%,10.74%,29.88%,5.84%,1.96%,2.39%,2.20,0.68,0.80%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.23,6.43%,14.10%,14.52%,-2.96%,47.70%,70.19,1.10%,-1.18%
AA,2020-06-08,Alcoa Corporation,Basic Materials,Aluminum,USA,2.41B,-,12.98,7.54%,11182419,-,-,0.24,0.56,2.91,89.42,-559.70%,79.50%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.04%,78.50%,-11.49%,5.97%,1.11,9.95M,36.78%,73.30%,49.37%,-34.68%,-39.46%,-39.66%,9.66%,7.74%,2.60,1.12,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.29,0.81,48.29%,65.73%,-16.28%,-47.30%,151.55%,81.19,2.20%,5.22%
AAL,2020-06-08,American Airlines Group Inc.,Industrials,Airlines,USA,8.65B,-,20.31,9.25%,173489196,-,-,0.20,-,2.42,-,25.20%,90.40%,-0.70%,-3.32%,1.40%,425.71M,417.74M,1.30%,0.99%,71.30%,-16.66%,35.34%,1.79,82.54M,82.81%,112.89%,37.69%,-25.44%,-34.31%,-29.18%,18.24%,9.71%,3.30,2.1,1.97%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.78,1.62,84.43%,83.27%,-9.82%,-41.95%,146.18%,81.93,2.06%,7.05%
AAN,2020-06-08,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.29B,-,49.28,8.14%,1617084,13.55,-,0.82,2.28,5.98,11.85,-83.50%,35.76%,-15.70%,9.90%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.88%,6.59%,3.74,1.18M,32.01%,47.77%,52.00%,-15.06%,-11.56%,-13.71%,6.09%,6.25%,1.90,1.37,0.32%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.86,37.68%,67.06%,-1.40%,-37.34%,278.93%,79.62,2.13%,5.88%
AAOI,2020-06-08,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,204.70M,-,10.24,2.61%,647371,-,-,1.15,0.80,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,6.60%,-3.04%,60.40%,-0.77%,34.36%,8.47,775.14K,11.91%,-16.07%,32.64%,-2.10%,7.79%,-13.80%,4.62%,5.10%,3.20,0.84,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.58,13.48%,15.28%,0.36%,-35.92%,104.80%,63.59,1.79%,0.80%
AAON,2020-06-08,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.89B,47.20,57.82,-0.94%,282913,41.60,3.93,5.86,9.83,-,46.59,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.70%,-1.56%,71.20%,-3.77%,7.86%,9.94,321.01K,6.54%,19.02%,11.88%,17.69%,18.36%,17.02%,3.05%,3.80%,3.30,0.88,0.66%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,2.17,11.58%,17.89%,16.19%,-3.63%,42.83%,71.76,-1.09%,0.15%
AAP,2020-06-08,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,10.12B,26.67,146.35,0.17%,913527,17.45,3.60,1.07,2.86,7.91,28.81,21.10%,31.00%,0.40%,7.40%,-0.30%,69.18M,68.86M,0.40%,0.00%,-,-1.35%,3.07%,1.83,1.16M,4.69%,22.36%,12.27%,-3.90%,-5.79%,-8.62%,2.55%,3.42%,2.30,0.79,0.68%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,4.79,9.31%,22.82%,4.36%,-14.63%,105.18%,74.7,0.05%,0.12%
AAPL,2020-06-08,Apple Inc.,Technology,Consumer Electronics,USA,1453.92B,26.14,333.46,0.59%,23860963,22.46,2.28,5.43,18.54,15.46,27.63,-2.60%,19.99%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.63%,0.78%,0.73,46.03M,3.61%,9.78%,25.28%,25.56%,75.37%,13.56%,1.74%,2.08%,2.00,0.52,0.98%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.17,6.69,5.20%,14.52%,22.88%,0.52%,83.07%,74.33,1.05%,-0.45%
AAT,2020-06-08,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,2.08B,45.38,34.85,6.15%,442848,49.79,15.13,5.50,1.58,20.96,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.39M,0.70%,24.78%,99.40%,-0.92%,1.12%,1.45,456.70K,31.06%,30.33%,-6.59%,-26.65%,-25.23%,-24.07%,5.65%,5.24%,2.70,0.97,2.30%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.01,1.64,30.25%,31.94%,-13.22%,-29.25%,72.95%,73.47,3.20%,2.86%
AAU,2020-06-08,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,55.84M,-,0.49,2.08%,336406,-,-,-,1.07,31.02,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,50.29%,1.22%,3.39,401.67K,0.86%,12.80%,46.44%,-9.63%,-0.35%,-16.81%,5.63%,7.51%,-,0.84,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.06,0.03,8.72%,23.56%,-2.93%,-40.24%,131.02%,61.18,-1.98%,4.15%
