Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-07-02,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.82B,40.70,88.68,0.65%,1507599,24.86,4.35,5.31,5.75,21.01,61.40,26.10%,14.81%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.32%,89.80%,1.13%,1.43%,2.16,2.04M,1.63%,-2.00%,22.67%,3.18%,15.47%,3.95%,1.72%,2.29%,2.20,0.74,0.81%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,1.91,0.60%,5.75%,10.59%,-4.69%,45.07%,58.42,-0.17%,0.82%
AA,2020-07-02,Alcoa Corporation,Basic Materials,Aluminum,USA,2.21B,-,10.97,0.18%,7514179,-,-,0.22,0.48,2.66,81.76,-559.70%,86.60%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.05%,78.50%,-10.69%,6.20%,1.19,9.68M,-7.27%,1.86%,80.43%,-48.79%,-51.67%,-49.00%,6.49%,7.39%,2.70,0.78,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Jul 15/a,2.27,0.85,-5.49%,15.23%,-25.94%,-55.46%,112.60%,51.24,-2.58%,2.83%
AAL,2020-07-02,American Airlines Group Inc.,Industrials,Airlines,USA,6.61B,-,12.5,-2.42%,85810850,-,-,0.15,-,1.85,-,25.20%,90.00%,-0.70%,-9.44%,1.40%,425.71M,416.38M,1.40%,0.73%,71.30%,-13.87%,31.05%,1.29,99.84M,-5.09%,5.49%,24.25%,-57.03%,-61.80%,-56.42%,9.55%,11.53%,3.30,0.86,3.20%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.72,1.61,-19.93%,0.37%,-41.74%,-64.28%,51.52%,44.03,-6.44%,4.29%
AAN,2020-07-02,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.01B,-,44.73,-1.24%,413004,11.12,-,0.75,2.07,5.46,10.83,-83.50%,24.22%,-15.70%,10.10%,7.90%,66.82M,66.69M,1.30%,0.00%,-,-1.63%,4.15%,2.89,958.34K,1.38%,12.70%,133.33%,-22.44%,-30.15%,-21.68%,4.91%,6.19%,1.90,0.43,0.36%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.61,2.61,0.08%,19.86%,-7.47%,-43.13%,243.94%,57.48,-4.42%,3.33%
AAOI,2020-07-02,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,221.09M,-,10.79,5.89%,880428,-,-,1.24,0.85,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.04M,8.00%,-1.88%,60.20%,-1.00%,28.42%,7.65,707.43K,15.03%,13.10%,40.31%,-13.68%,9.21%,-9.18%,8.26%,6.57%,3.20,1.24,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.63,11.86%,13.59%,5.97%,-32.48%,115.80%,59.18,3.85%,1.96%
AAON,2020-07-02,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.93B,43.86,53.73,1.97%,170349,38.65,3.66,5.93,9.14,-,47.19,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.77%,71.30%,-3.45%,8.21%,13.87,240.24K,1.21%,-2.98%,11.57%,7.70%,9.05%,8.74%,3.79%,3.62%,3.30,0.71,0.71%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,1.99,-0.65%,4.54%,6.83%,-10.45%,32.73%,53.32,0.49%,1.48%
AAP,2020-07-02,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,10.01B,25.85,141.84,-0.08%,466993,16.79,3.49,1.06,2.77,7.82,28.47,21.10%,30.89%,0.40%,7.40%,-0.30%,69.18M,68.85M,0.40%,2.35%,-,-1.29%,2.81%,1.89,1.03M,-0.75%,-0.34%,60.43%,-11.02%,-11.70%,-11.44%,3.07%,3.57%,2.30,0.45,0.71%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,4.91,-0.97%,6.13%,1.22%,-17.26%,98.85%,52.58,-1.66%,1.61%
AAPL,2020-07-02,Apple Inc.,Technology,Consumer Electronics,USA,1628.20B,28.54,364.11,0.00%,28463267,24.52,2.49,6.08,20.24,17.31,30.95,-2.60%,19.70%,13.00%,11.46%,7.30%,4.36B,4.33B,0.10%,-2.13%,62.00%,-0.61%,0.80%,0.95,36.71M,-0.20%,11.99%,48.66%,21.23%,78.13%,23.99%,2.21%,2.60%,2.00,0.78,0.90%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.18,8.43,4.01%,12.73%,28.21%,-2.22%,89.07%,65.53,-1.02%,1.04%
AAT,2020-07-02,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.69B,36.58,28.09,-0.14%,275934,40.13,12.19,4.47,1.29,32.26,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.72M,59.38M,0.40%,81.42%,99.40%,-0.87%,0.96%,1.3,437.31K,0.54%,-4.52%,23.74%,-37.55%,-41.28%,-38.80%,3.36%,4.76%,2.70,0.63,2.85%,1.70%,3.60%,4.30%,-,-,1.00,1.00,64.10%,30.10%,12.30%,Apr 28/a,0.99,1.44,-5.49%,0.79%,-27.19%,-42.98%,39.40%,47.41,-2.74%,2.67%
AAU,2020-07-02,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,59.85M,-,0.5,-0.72%,366919,-,-,-,1.08,33.25,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,46.08%,1.07%,3.14,380.10K,0.49%,8.84%,67.17%,-13.47%,-21.89%,-15.96%,5.11%,6.72%,-,0.97,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.07,0.03,-0.19%,7.32%,2.16%,-39.63%,133.38%,52.3,-1.00%,0.28%
