Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-07-06,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.40B,40.99,89.31,0.71%,1261863,25.04,4.38,5.23,5.79,20.69,60.48,26.10%,14.99%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.16%,89.80%,1.18%,1.43%,2.16,2.03M,3.97%,-2.01%,26.82%,5.60%,17.90%,4.69%,1.61%,2.27%,2.40,0.62,0.81%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,1.94,1.45%,6.16%,11.29%,-4.01%,46.10%,60.01,0.33%,0.38%
AA,2020-07-06,Alcoa Corporation,Basic Materials,Aluminum,USA,2.13B,-,11.47,4.56%,7079612,-,-,0.21,0.50,2.57,78.84,-559.70%,88.30%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.05%,78.50%,-11.46%,6.20%,1.19,9.63M,4.94%,-1.46%,92.13%,-46.65%,-50.41%,-46.68%,5.97%,7.14%,2.70,0.73,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Jul 15/a,2.28,0.84,-0.90%,19.62%,-22.28%,-53.43%,122.29%,55.42,1.06%,3.46%
AAL,2020-07-06,American Airlines Group Inc.,Industrials,Airlines,USA,6.67B,-,12.8,2.40%,78823640,-,-,0.15,-,1.86,-,25.20%,90.50%,-0.70%,-9.44%,1.40%,425.71M,417.74M,1.10%,0.95%,59.40%,-16.39%,30.94%,1.29,100.18M,3.39%,-23.44%,36.32%,-53.71%,-60.57%,-55.37%,8.81%,9.72%,3.30,0.79,3.12%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.73,1.58,-16.88%,2.42%,-40.12%,-63.42%,55.15%,45.93,-0.16%,2.56%
AAN,2020-07-06,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.08B,-,45.04,0.69%,549789,11.20,-,0.76,2.08,5.59,11.09,-83.50%,24.22%,-15.70%,10.10%,7.90%,66.82M,66.69M,1.30%,0.00%,-,-1.54%,4.15%,2.92,947.46K,1.62%,3.18%,141.89%,-20.94%,-29.89%,-21.13%,5.06%,5.90%,1.90,0.58,0.36%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.6,0.65%,19.34%,-6.67%,-42.73%,246.33%,58.56,-2.57%,3.35%
AAOI,2020-07-06,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,222.45M,-,11.58,7.32%,1390540,-,-,1.25,0.91,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.04M,8.00%,-2.00%,60.20%,-1.02%,28.42%,7.61,711.04K,24.38%,18.04%,55.44%,-4.46%,17.56%,-2.53%,9.43%,6.69%,3.20,1.96,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.98,0.67,19.45%,21.30%,13.76%,-27.53%,131.60%,63.83,4.80%,2.41%
AAON,2020-07-06,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.79B,44.56,54.59,1.60%,131884,39.27,3.71,5.65,9.28,-,44.92,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.88%,71.30%,-3.67%,8.21%,13.88,239.93K,7.61%,-2.60%,21.55%,8.42%,9.82%,10.48%,3.19%,3.54%,3.30,0.55,0.70%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,1.92,1.16%,5.88%,8.51%,-9.02%,34.85%,55.87,0.05%,1.54%
AAP,2020-07-06,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.61B,25.33,138.96,-2.03%,838913,16.42,3.42,1.02,2.72,7.51,27.35,21.10%,30.16%,0.40%,7.40%,-0.30%,69.18M,68.85M,0.40%,2.40%,-,-1.27%,2.81%,1.96,986.07K,-0.74%,-2.28%,64.16%,-12.83%,-13.49%,-13.24%,3.33%,3.71%,2.30,0.85,0.72%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.31,4.99,-2.96%,3.53%,-0.78%,-18.94%,94.82%,48.51,-3.45%,1.47%
AAPL,2020-07-06,Apple Inc.,Technology,Consumer Electronics,USA,1620.39B,29.31,373.85,2.68%,29319069,25.18,2.56,6.05,20.78,17.23,30.80,-2.60%,19.69%,13.00%,11.46%,7.30%,4.36B,4.33B,0.07%,-3.29%,62.00%,-0.61%,0.80%,0.95,36.50M,5.72%,15.99%,54.86%,25.69%,83.05%,27.31%,1.84%,2.61%,2.00,0.8,0.88%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Jul 30/a,1.19,8.67,6.16%,15.12%,31.30%,0.39%,94.13%,70.08,1.05%,1.60%
AAT,2020-07-06,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.64B,33.67,27.31,-2.78%,269588,39.01,11.22,4.34,1.25,31.35,-,101.50%,20.69%,10.50%,3.00%,7.10%,59.72M,59.38M,0.40%,80.82%,99.40%,-0.88%,0.96%,1.3,436.34K,-2.08%,-12.21%,27.14%,-40.48%,-42.65%,-40.50%,3.87%,4.61%,2.80,0.62,2.93%,1.70%,3.60%,4.30%,-,-,1.00,1.00,64.10%,30.10%,12.30%,Apr 28/a,0.99,1.46,-7.65%,-2.15%,-29.04%,-44.56%,35.53%,44.24,-5.40%,2.78%
AAU,2020-07-06,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,56.39M,-,0.5,1.96%,277969,-,-,-,1.10,31.33,-,-3.20%,-,31.70%,-,-,112.03M,111.65M,7.20%,0.00%,5.90%,51.83%,1.07%,3.13,381.28K,7.59%,7.38%,86.10%,-12.98%,-17.61%,-14.31%,4.73%,6.75%,-,0.73,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.10,0.03,1.51%,8.85%,4.43%,-38.45%,137.95%,54.99,0.94%,1.01%
