Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-17,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,24.66B,32.83,79.55,1.02%,1304819
AA,2020-04-17,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.38B,-,7.59,9.05%,10097543
AAAU,2020-04-17,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.82,-1.87%,416902
AACG,2020-04-17,4,ATA Creativity Global,Services,Education & Training Services,China,24.39M,-,0.84,-1.25%,7576
AADR,2020-04-17,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,44.58,1.23%,4264
AAL,2020-04-17,6,American Airlines Group Inc.,Services,Major Airlines,USA,5.03B,3.04,11.57,4.52%,60462535
AAMC,2020-04-17,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,22.15M,-,13.93,0.08%,646
AAME,2020-04-17,8,Atlantic American Corporation,Financial,Life Insurance,USA,40.84M,-,1.93,-3.02%,602
AAN,2020-04-17,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.65B,59.25,24.59,6.87%,914968
AAOI,2020-04-17,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,176.31M,-,8.44,-1.75%,619966
AAON,2020-04-17,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.55B,46.91,47.85,5.12%,268854
AAP,2020-04-17,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,8.25B,17.39,118.86,1.13%,949646
AAPL,2020-04-17,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1248.57B,22.33,282.8,-1.36%,53510913
AAT,2020-04-17,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.57B,31.07,26.25,2.58%,218367
AAU,2020-04-17,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,42.14M,-,0.38,2.81%,233065
AAWW,2020-04-17,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,639.51M,-,24.72,3.17%,542958
AAXJ,2020-04-17,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,63.7,2.20%,936569
AAXN,2020-04-17,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.56B,5901.54,76.72,5.43%,543929
AB,2020-04-17,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.92B,8.28,20.58,3.63%,534794
ABB,2020-04-17,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,37.57B,37.68,17.67,3.33%,2064084
ABBV,2020-04-17,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,123.84B,15.80,83.45,1.94%,10687136
ABC,2020-04-17,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.47B,28.94,89.19,3.37%,1667749
ABCB,2020-04-17,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.57B,7.92,22.56,11.74%,579461
ABEO,2020-04-17,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,196.51M,-,2.33,-1.69%,906829
ABEQ,2020-04-17,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.77,2.65%,2594
ABEV,2020-04-17,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,34.93B,12.61,2.22,0.91%,13471677
ABG,2020-04-17,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.11B,6.07,58.12,9.31%,354116
ABIO,2020-04-17,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,7.33M,-,4.59,-5.56%,58500
ABM,2020-04-17,29,ABM Industries Incorporated,Services,Business Services,USA,2.20B,15.44,32.88,4.25%,766834
ABMD,2020-04-17,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.49B,31.14,166.02,3.63%,496355
ABR,2020-04-17,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,633.61M,5.34,6.76,11.18%,2677252
ABT,2020-04-17,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,169.75B,47.51,96.01,0.01%,16001015
ABTX,2020-04-17,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,477.93M,9.36,23.15,7.13%,81283
ABUS,2020-04-17,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,81.22M,-,1.19,-0.83%,441087
AC,2020-04-17,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,810.10M,21.05,36.59,9.81%,17028
ACA,2020-04-17,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.99B,17.84,41.38,9.07%,378788
ACAD,2020-04-17,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.42B,-,48.9,5.05%,1308843
ACAM,2020-04-17,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,382.39M,109.23,9.94,0.40%,850439
