Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-15,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.89B,31.80,77.05,-2.26%,2650101
AA,2020-04-15,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.32B,-,7.26,-5.96%,8626609
AAAU,2020-04-15,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,17.19,-0.35%,218033
AACG,2020-04-15,4,ATA Creativity Global,Services,Education & Training Services,China,25.02M,-,0.86,4.74%,2665
AADR,2020-04-15,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,43.52,-2.35%,5737
AAL,2020-04-15,6,American Airlines Group Inc.,Services,Major Airlines,USA,5.34B,3.23,12.29,2.89%,122904361
AAMC,2020-04-15,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,20.63M,-,12.97,-1.71%,1305
AAME,2020-04-15,8,Atlantic American Corporation,Financial,Life Insurance,USA,41.11M,-,1.94,-4.75%,2618
AAN,2020-04-15,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.56B,56.02,23.25,-10.44%,987341
AAOI,2020-04-15,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,182.16M,-,8.72,6.47%,726135
AAON,2020-04-15,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.48B,45.71,46.62,-1.73%,196097
AAP,2020-04-15,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.77B,16.38,111.99,-2.95%,832587
AAPL,2020-04-15,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1255.77B,22.46,284.43,-0.91%,32077880
AAT,2020-04-15,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.60B,31.78,26.85,-8.58%,402933
AAU,2020-04-15,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,39.10M,-,0.35,-6.64%,418200
AAWW,2020-04-15,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,618.03M,-,23.89,-6.97%,527331
AAXJ,2020-04-15,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,61.75,-2.14%,1245959
AAXN,2020-04-15,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.40B,5702.31,74.13,-3.25%,463472
AB,2020-04-15,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.87B,8.03,19.97,-4.27%,430061
ABB,2020-04-15,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,36.79B,36.89,17.3,-5.15%,2066002
ABBV,2020-04-15,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,121.42B,15.49,81.82,-0.38%,8934431
ABC,2020-04-15,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.29B,28.66,88.33,-1.22%,966183
ABCB,2020-04-15,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.52B,7.68,21.87,-9.18%,412485
ABEO,2020-04-15,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,210.85M,-,2.5,-3.85%,708130
ABEQ,2020-04-15,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.14,-2.65%,41245
ABEV,2020-04-15,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,36.03B,13.01,2.29,-2.97%,24163590
ABG,2020-04-15,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.02B,5.56,53.2,-11.99%,242414
ABIO,2020-04-15,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,6.90M,-,4.32,15.51%,92871
ABM,2020-04-15,29,ABM Industries Incorporated,Services,Business Services,USA,2.04B,14.35,30.55,-1.39%,933626
ABMD,2020-04-15,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.20B,29.93,159.54,-1.12%,319352
ABR,2020-04-15,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,589.56M,4.97,6.29,-10.01%,2202904
ABT,2020-04-15,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,160.79B,45.00,90.94,2.02%,13759977
ABTX,2020-04-15,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,468.64M,9.18,22.7,-7.95%,73278
ABUS,2020-04-15,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,81.22M,-,1.19,11.21%,1484442
AC,2020-04-15,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,750.10M,19.49,33.88,-2.64%,12785
ACA,2020-04-15,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.89B,16.91,39.22,-4.34%,315792
ACAD,2020-04-15,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.86B,-,45.19,0.58%,1441767
ACAM,2020-04-15,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,383.39M,109.52,9.97,0.00%,0
ACAMU,2020-04-15,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,-,112.64,10.25,-6.99%,291
ACB,2020-04-15,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,828.33M,3.28,0.71,-5.55%,28320520
ACBI,2020-04-15,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,229.76M,8.73,10.51,-8.93%,73095
ACC,2020-04-15,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,4.63B,56.04,33.68,-4.80%,1247621
ACCO,2020-04-15,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,522.72M,5.04,5.4,-9.85%,585302
ACEL,2020-04-15,44,"Accel Entertainment, Inc.",Services,Gaming Activities,USA,622.72M,-,8.43,-0.35%,132976
ACER,2020-04-15,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,19.84M,-,1.87,-5.56%,30392
ACES,2020-04-15,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,30.93,-3.94%,22840
ACGL,2020-04-15,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,11.02B,7.06,27.35,-6.50%,1815850
ACGLO,2020-04-15,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.78B,6.27,24.26,-0.37%,22152
ACGLP,2020-04-15,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.67B,6.20,23.99,0.17%,55389
ACH,2020-04-15,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.15B,39.85,5.22,-5.61%,38763
ACHC,2020-04-15,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1.99B,18.30,22.69,-3.28%,809939
ACHV,2020-04-15,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,11.47M,-,0.36,2.63%,669720
ACIA,2020-04-15,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.80B,87.54,67.23,-0.77%,564900
ACIO,2020-04-15,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,23.7,-0.22%,7784
ACIU,2020-04-15,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,520.41M,10.37,7.24,-3.60%,66456
ACIW,2020-04-15,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2.81B,43.43,24.32,-3.95%,1040770
ACLS,2020-04-15,57,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,711.32M,42.81,21.49,-1.47%,356902
ACM,2020-04-15,58,AECOM,Services,Technical Services,USA,5.01B,-,31.83,-5.30%,1697994
ACMR,2020-04-15,59,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,640.14M,34.16,33.48,-3.21%,272536
ACN,2020-04-15,60,Accenture plc,Technology,Information Technology Services,Ireland,108.24B,22.01,169.45,-4.86%,2477149
ACNB,2020-04-15,61,ACNB Corporation,Financial,Regional - Southwest Banks,USA,201.76M,7.09,23.82,-9.33%,27065
ACOR,2020-04-15,62,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,50.43M,-,1.06,-7.02%,583093
ACP,2020-04-15,63,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,United Kingdom,136.84M,-,7.85,-0.88%,144407
ACRE,2020-04-15,64,Ares Commercial Real Estate Corporation,Financial,Mortgage Investment,USA,242.01M,5.63,7.22,-6.36%,645675
ACRS,2020-04-15,65,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,51.96M,-,1.25,-1.57%,115659
ACRX,2020-04-15,66,"AcelRx Pharmaceuticals, Inc.",Healthcare,Medical Appliances & Equipment,USA,102.90M,-,1.29,-5.15%,648420
ACSG,2020-04-15,67,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.53,-2.67%,500
ACSI,2020-04-15,68,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,-,-,29.95,-2.30%,851
ACST,2020-04-15,69,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,42.40M,-,0.47,4.42%,844228
ACT,2020-04-15,70,AdvisorShares Vice ETF,Financial,Exchange Traded Fund,USA,-,-,20.53,-1.35%,3770
ACTG,2020-04-15,71,Acacia Research Corporation,Services,Business Services,USA,119.50M,-,2.39,0.42%,164019
ACTT,2020-04-15,72,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,369.79M,-,9.89,-0.40%,1149
ACTTU,2020-04-15,73,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,-,-,10.03,-3.06%,2
ACU,2020-04-15,74,Acme United Corporation,Consumer Goods,Housewares & Accessories,USA,70.95M,13.17,20.93,2.20%,15901
ACV,2020-04-15,75,AllianzGI Diversified Income & Convertible Fund,Consumer Goods,Personal Products,USA,-,-,20.28,-0.49%,63607
ACWF,2020-04-15,76,iShares Edge MSCI Multifactor Global ETF,Financial,Exchange Traded Fund,USA,-,-,25.22,-3.41%,17139
ACWI,2020-04-15,77,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,-,-,65.73,-2.49%,4626044
ACWV,2020-04-15,78,iShares Edge MSCI Min Vol Global ETF,Financial,Exchange Traded Fund,USA,-,-,85.36,-1.90%,436200
ACWX,2020-04-15,79,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,38.4,-2.88%,1819028
ACY,2020-04-15,80,AeroCentury Corp.,Services,Rental & Leasing Services,USA,1.39M,-,1.45,-8.68%,38106
ADAP,2020-04-15,81,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,400.72M,-,3.3,-4.35%,282104
ADBE,2020-04-15,82,Adobe Inc.,Technology,Application Software,USA,160.29B,50.35,332.55,-2.41%,2779402
ADC,2020-04-15,83,Agree Realty Corporation,Financial,Property Management,USA,2.88B,31.75,61.34,-6.85%,635332
ADES,2020-04-15,84,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,120.31M,3.43,6.66,-5.93%,172399
ADI,2020-04-15,85,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,37.97B,31.06,100.45,-2.49%,1866450
ADIL,2020-04-15,86,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,14.70M,-,1.38,4.52%,1374852
ADM,2020-04-15,87,Archer-Daniels-Midland Company,Consumer Goods,Farm Products,USA,19.87B,14.13,35.49,-4.70%,2674494
ADMA,2020-04-15,88,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,240.96M,-,2.75,-3.17%,1640987
ADME,2020-04-15,89,Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,29.64,-0.79%,21231
ADMP,2020-04-15,90,Adamis Pharmaceuticals Corporation,Healthcare,Drug Delivery,USA,26.51M,-,0.36,-4.08%,679456
ADMS,2020-04-15,91,"Adamas Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,95.39M,-,3.34,1.83%,613433
ADNT,2020-04-15,92,Adient plc,Consumer Goods,Auto Parts,Ireland,984.79M,-,10.51,-5.91%,1587679
ADP,2020-04-15,93,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,59.39B,24.33,137.64,-4.33%,2137434
ADPT,2020-04-15,94,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,3.49B,-,28.43,0.96%,946013
ADRE,2020-04-15,95,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,35.08,-1.53%,6171
ADRO,2020-04-15,96,"Aduro BioTech, Inc.",Healthcare,Biotechnology,USA,243.54M,-,3.16,-2.17%,433001
ADS,2020-04-15,97,Alliance Data Systems Corporation,Services,Business Services,USA,1.73B,3.20,34.52,-5.19%,1443065
ADSK,2020-04-15,98,"Autodesk, Inc.",Technology,Technical & System Software,USA,37.21B,176.19,169.14,-1.79%,2007825
ADSW,2020-04-15,99,"Advanced Disposal Services, Inc.",Industrial Goods,Waste Management,USA,2.88B,-,32.04,-0.19%,1213624
ADT,2020-04-15,100,ADT Inc.,Services,Security & Protection Services,USA,3.96B,-,5.32,-6.83%,3174781
ADTN,2020-04-15,101,"ADTRAN, Inc.",Technology,Communication Equipment,USA,395.42M,-,8.25,-4.40%,252743
ADUS,2020-04-15,102,Addus HomeCare Corporation,Healthcare,Home Health Care,USA,1.15B,50.34,75.81,-1.56%,138894
ADVM,2020-04-15,103,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,854.97M,-,11.16,-5.10%,816865
ADX,2020-04-15,104,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.44B,3.09,13.61,-1.23%,310194
ADXS,2020-04-15,105,"Advaxis, Inc.",Healthcare,Biotechnology,USA,40.32M,-,0.66,-0.75%,1076800
AE,2020-04-15,106,"Adams Resources & Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,90.02M,11.57,22.45,-1.94%,6216
AEE,2020-04-15,107,Ameren Corporation,Utilities,Electric Utilities,USA,18.57B,22.54,75.5,-2.16%,1430387
AEF,2020-04-15,108,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,276.09M,3.52,5.44,-1.81%,22947
AEG,2020-04-15,109,Aegon N.V.,Financial,Life Insurance,Netherlands,4.74B,3.18,2.42,-9.36%,2692901
AEGN,2020-04-15,110,Aegion Corporation,Industrial Goods,Heavy Construction,USA,444.22M,-,14.45,-6.89%,110375
AEHR,2020-04-15,111,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,35.51M,196.25,1.57,-0.63%,46015
AEIS,2020-04-15,112,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,1.89B,33.57,49.24,-6.97%,342677
AEL,2020-04-15,113,American Equity Investment Life Holding Company,Financial,Life Insurance,USA,1.76B,7.21,19.3,-9.81%,632682
AEM,2020-04-15,114,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,11.92B,26.67,52.65,-0.36%,1593076
AEMD,2020-04-15,115,"Aethlon Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,14.18M,-,1.52,0.66%,179001
AEO,2020-04-15,116,"American Eagle Outfitters, Inc.",Services,Apparel Stores,USA,1.39B,7.64,8.55,-10.19%,3960148
AEP,2020-04-15,117,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,39.93B,21.54,83.61,-3.06%,2542863
AER,2020-04-15,118,AerCap Holdings N.V.,Services,"Air Services, Other",Netherlands,3.17B,2.87,24.21,-0.86%,2317108
AERI,2020-04-15,119,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,629.80M,-,15.44,-4.10%,744992
AES,2020-04-15,120,The AES Corporation,Utilities,Electric Utilities,USA,8.46B,28.01,12.69,-9.42%,8719411
AESE,2020-04-15,121,Allied Esports Entertainment Inc.,Conglomerates,Conglomerates,USA,49.22M,-,2.17,-13.03%,101636
AESR,2020-04-15,122,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,8.94,-1.87%,268179
AEY,2020-04-15,123,"ADDvantage Technologies Group, Inc.",Services,Electronics Wholesale,USA,24.55M,-,2.62,-8.71%,84699
AEZS,2020-04-15,124,Aeterna Zentaris Inc.,Healthcare,Biotechnology,Canada,22.16M,-,0.91,1.68%,442134
AFB,2020-04-15,125,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,373.97M,6.90,13.01,-1.06%,72598
AFG,2020-04-15,126,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,6.01B,7.12,70.21,-7.35%,582169
AFH,2020-04-15,127,"Atlas Financial Holdings, Inc.",Financial,Property & Casualty Insurance,USA,4.14M,-,0.36,5.92%,274678
AFI,2020-04-15,128,"Armstrong Flooring, Inc.",Industrial Goods,General Building Materials,USA,32.51M,-,1.5,-5.66%,186228
AFIF,2020-04-15,129,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.82,0.46%,358233
AFIN,2020-04-15,130,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,682.63M,-,6.74,-6.26%,1049795
AFINP,2020-04-15,131,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,-,-,19.19,-1.59%,36893
AFK,2020-04-15,132,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,14.03,-2.50%,28001
AFL,2020-04-15,133,Aflac Incorporated,Financial,Accident & Health Insurance,USA,25.62B,8.08,35.75,-5.37%,3675777
AFLG,2020-04-15,134,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,16.89,-2.53%,201
AFMC,2020-04-15,135,First Trust Active Factor Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,14.72,-4.07%,8
AFMD,2020-04-15,136,Affimed N.V.,Healthcare,Biotechnology,Germany,160.11M,-,2.15,0.47%,959791
AFSM,2020-04-15,137,First Trust Active Factor Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,14.12,-4.49%,300
AFT,2020-04-15,138,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,189.68M,6.76,12.18,-2.72%,57070
AFTY,2020-04-15,139,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,15.21,-2.18%,742
AFYA,2020-04-15,140,Afya Limited,Services,Education & Training Services,Brazil,1.81B,19.27,18.48,-4.64%,260488
AG,2020-04-15,141,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.55B,-,7.39,-3.15%,4678559
AGCO,2020-04-15,142,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,3.51B,36.55,47.77,-4.19%,487003
AGD,2020-04-15,143,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,100.90M,7.22,8.04,-0.86%,36233
AGE,2020-04-15,144,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,29.66M,-,0.79,-4.57%,62112
AGEN,2020-04-15,145,Agenus Inc.,Healthcare,Biotechnology,USA,393.22M,-,2.6,-3.70%,1204391
AGFS,2020-04-15,146,"AgroFresh Solutions, Inc.",Conglomerates,Conglomerates,USA,74.46M,-,1.47,-10.91%,179056
AGG,2020-04-15,147,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,117.24,0.41%,4268417
AGGP,2020-04-15,148,IQ Enhanced Core Plus Bond U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,19.9,0.06%,10634
AGGY,2020-04-15,149,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,53.2,0.00%,305297
AGI,2020-04-15,150,Alamos Gold Inc.,Basic Materials,Gold,Canada,2.58B,27.46,6.59,-2.95%,3350937
AGIO,2020-04-15,151,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.95B,-,42.21,0.40%,504855
AGLE,2020-04-15,152,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,152.62M,-,5.48,-10.89%,70612
AGM,2020-04-15,153,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,583.00M,6.26,54.43,-4.86%,54863
AGM-A,2020-04-15,154,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,56.54M,6.31,54.85,-2.83%,441
AGMH,2020-04-15,155,AGM Group Holdings Inc.,Technology,Application Software,Hong Kong,330.79M,-,15.18,-0.52%,3647
AGN,2020-04-15,156,Allergan plc,Healthcare,Drugs - Generic,USA,60.72B,-,185.71,-0.55%,1888189
AGNC,2020-04-15,157,AGNC Investment Corp.,Financial,Mortgage Investment,USA,6.22B,9.99,11.48,-2.88%,11401956
AGNCM,2020-04-15,158,AGNC Investment Corp.,Financial,Mortgage Investment,USA,9.86B,17.78,20.63,-3.28%,60812
AGNCN,2020-04-15,159,AGNC Investment Corp.,Financial,Mortgage Investment,USA,10.16B,18.33,21.26,-3.06%,69286
AGNCO,2020-04-15,160,AGNC Investment Corp.,Financial,Mortgage Investment,USA,-,17.21,19.96,-3.95%,389218
AGND,2020-04-15,161,WisdomTree Negative Duration U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,37.96,-0.41%,667
AGO,2020-04-15,162,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,2.65B,6.93,28.0,-10.46%,1447538
AGQ,2020-04-15,163,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,22.32,-4.64%,323460
AGR,2020-04-15,164,"Avangrid, Inc.",Utilities,Gas Utilities,USA,12.97B,19.85,44.89,-2.54%,453521
AGRO,2020-04-15,165,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,474.02M,-,4.01,-3.61%,282380
AGRX,2020-04-15,166,"Agile Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,170.71M,-,2.25,-3.02%,1674691
AGS,2020-04-15,167,"PlayAGS, Inc.",Services,Gaming Activities,USA,75.11M,-,3.27,-11.62%,1197355
AGT,2020-04-15,168,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,15.3,0.88%,1578
AGTC,2020-04-15,169,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,94.22M,-,4.1,6.49%,214276
AGX,2020-04-15,170,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,519.48M,-,34.38,-6.80%,209144
AGYS,2020-04-15,171,"Agilysys, Inc.",Technology,Application Software,USA,403.41M,-,17.13,-5.15%,231260
AGZ,2020-04-15,172,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,120.35,0.20%,71516
AGZD,2020-04-15,173,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,46.92,-0.17%,6338
AHC,2020-04-15,174,A.H. Belo Corporation,Services,Publishing - Newspapers,USA,29.21M,-,1.43,-4.03%,75388
AHCO,2020-04-15,175,AdaptHealth Corp.,Healthcare,Medical Appliances & Equipment,USA,1.27B,-,17.28,-1.71%,48334
AHH,2020-04-15,176,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,453.97M,21.45,8.71,-3.65%,622492
AHPI,2020-04-15,177,"Allied Healthcare Products, Inc.",Healthcare,Medical Appliances & Equipment,USA,58.32M,-,14.12,-0.14%,262718
AHT,2020-04-15,178,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,74.81M,-,0.69,-6.34%,752535
AI,2020-04-15,179,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,86.70M,8.10,2.77,-7.05%,334284
AIA,2020-04-15,180,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,57.53,-2.28%,110735
