Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-26,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.37B,39.42,85.9,-1.56%,2224469,24.09,4.22,5.04,5.57,19.92,58.21,26.10%,15.03%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.45%,89.80%,1.15%,1.67%,2.48,2.07M,-3.19%,-0.91%,21.14%,0.53%,17.37%,0.69%,2.25%,2.34%,2.20,1.08,0.84%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.18,-3.06%,3.43%,7.39%,-7.67%,40.52%,47.52,-1.52%,-0.03%
AA,2020-06-26,Alcoa Corporation,Basic Materials,Aluminum,USA,2.06B,-,10.93,-7.61%,25806492,-,-,0.20,0.48,2.49,76.38,-559.70%,86.60%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.05%,78.50%,-11.32%,6.38%,1.22,9.65M,-4.79%,15.30%,66.87%,-49.04%,-52.75%,-49.19%,7.08%,7.32%,2.70,2.67,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.30,0.87,-3.88%,18.49%,-27.34%,-55.62%,111.82%,50.33,-6.18%,-1.52%
AAL,2020-06-26,American Airlines Group Inc.,Industrials,Airlines,USA,5.40B,-,12.38,-6.00%,108123949,-,-,0.12,-,1.51,-,25.20%,90.00%,-0.70%,-3.32%,1.40%,425.71M,416.38M,1.40%,0.89%,71.30%,-16.33%,30.50%,1.32,96.26M,-22.62%,12.75%,-11.82%,-58.27%,-61.49%,-56.83%,7.25%,10.89%,3.30,1.12,3.23%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.79,1.6,-18.90%,0.52%,-43.17%,-64.62%,50.06%,41.52,-5.93%,-0.08%
AAN,2020-06-26,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.07B,-,44.32,0.45%,1885929,11.06,-,0.76,2.05,5.58,11.07,-83.50%,23.95%,-15.70%,10.10%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.62%,6.07%,4.08,991.95K,4.87%,22.30%,87.40%,-22.18%,-27.32%,-22.40%,5.12%,6.05%,1.90,1.9,0.36%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.61,2.51%,24.49%,-8.97%,-43.65%,240.79%,57.43,1.96%,-1.47%
AAOI,2020-06-26,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,191.32M,-,9.31,-0.75%,471396,-,-,1.07,0.73,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,8.00%,-1.81%,60.30%,-0.86%,29.01%,7.96,696.69K,-5.00%,4.61%,24.47%,-19.81%,-11.84%,-21.63%,4.25%,5.54%,3.20,0.68,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.49,-1.85%,-0.71%,-8.81%,-41.74%,86.20%,45.85,-0.43%,-0.32%
AAON,2020-06-26,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.64B,41.41,50.73,-4.45%,385037,36.50,3.45,5.35,8.63,-,42.57,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.85%,71.20%,-3.61%,8.01%,13.31,244.29K,-4.96%,-6.44%,9.66%,1.66%,2.44%,2.67%,3.26%,3.55%,3.30,1.58,0.75%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.73,1.99,-6.77%,-0.26%,0.97%,-15.45%,25.32%,40.83,-3.99%,-0.47%
AAP,2020-06-26,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.86B,25.51,139.99,-2.04%,1078597,16.67,3.45,1.04,2.74,7.71,28.06,21.10%,31.28%,0.40%,7.40%,-0.30%,69.18M,68.85M,0.40%,2.35%,-,-1.29%,2.84%,1.86,1.05M,-3.39%,1.12%,46.43%,-12.11%,-7.73%,-12.59%,3.51%,3.46%,2.30,1.02,0.71%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.33,5.25,-2.05%,6.37%,-0.31%,-18.34%,96.26%,49.34,-2.08%,0.04%
AAPL,2020-06-26,Apple Inc.,Technology,Consumer Electronics,USA,1541.56B,27.72,353.63,-3.07%,51047617,23.79,2.42,5.75,19.66,16.39,29.30,-2.60%,19.92%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.62%,0.79%,0.91,37.74M,1.12%,11.12%,42.74%,21.98%,77.05%,20.43%,2.72%,2.52%,2.00,1.35,0.93%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.18,8.86,3.32%,11.77%,25.75%,-5.04%,83.63%,60.87,-2.95%,-0.13%
AAT,2020-06-26,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.76B,36.32,27.89,-0.18%,1626732,39.84,12.11,4.66,1.27,17.74,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.38M,0.50%,52.01%,99.40%,-0.83%,0.75%,1.03,436.25K,-1.38%,2.69%,12.96%,-37.94%,-39.70%,-39.24%,4.17%,4.92%,2.70,3.73,2.87%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.00,1.55,-5.71%,0.73%,-28.41%,-43.38%,38.41%,45.41,1.01%,-1.18%
AAU,2020-06-26,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,55.89M,-,0.47,-4.77%,292325,-,-,-,1.02,31.05,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,47.07%,1.05%,3.09,380.81K,-0.28%,0.67%,55.95%,-24.34%,-20.99%,-20.36%,5.75%,6.95%,-,0.77,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.07,0.04,-4.94%,3.86%,-4.09%,-42.79%,121.17%,46.64,-3.34%,-1.48%
