Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-09,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.95B,41.20,89.77,-0.58%,1792190,25.26,4.41,5.34,5.82,21.11,61.70,26.10%,14.68%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-11.00%,89.80%,1.13%,2.01%,2.45,2.52M,-0.58%,12.62%,23.12%,9.20%,27.71%,5.23%,1.89%,2.39%,2.20,0.71,0.80%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.13,5.17%,12.97%,13.73%,-3.51%,46.85%,66.96,-0.36%,-0.22%
AA,2020-06-09,Alcoa Corporation,Basic Materials,Aluminum,USA,2.34B,-,12.59,-3.00%,7710576,-,-,0.23,0.55,2.82,86.73,-559.70%,79.50%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.04%,78.50%,-11.49%,5.97%,1.11,9.96M,26.92%,56.01%,35.96%,-38.88%,-41.66%,-41.47%,9.82%,7.60%,2.60,0.77,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.29,0.82,39.91%,58.27%,-18.65%,-48.88%,143.99%,76.12,1.70%,-4.62%
AAL,2020-06-09,American Airlines Group Inc.,Industrials,Airlines,USA,7.90B,-,18.55,-8.67%,109706612,-,-,0.18,-,2.21,-,25.20%,90.40%,-0.70%,-3.32%,1.40%,425.71M,417.74M,1.30%,0.99%,71.30%,-16.66%,35.34%,1.75,84.43M,65.33%,82.94%,9.12%,-33.09%,-39.69%,-35.32%,18.57%,9.85%,3.30,1.3,2.16%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.78,1.69,61.01%,66.00%,-17.52%,-46.98%,124.85%,71.52,0.87%,-9.45%
AAN,2020-06-09,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,3.24B,-,48.47,-1.64%,1149101,13.33,-,0.80,2.24,5.88,11.66,-83.50%,35.76%,-15.70%,9.90%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.88%,6.59%,3.71,1.19M,26.09%,35.47%,44.30%,-17.92%,-18.17%,-15.13%,6.42%,6.29%,1.90,0.97,0.33%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.85,32.91%,61.51%,-2.88%,-38.37%,272.70%,76.64,0.54%,-2.17%
AAOI,2020-06-09,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,193.80M,-,9.69,-5.32%,686581,-,-,1.09,0.76,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,6.60%,-3.04%,60.40%,-0.77%,34.36%,8.5,772.75K,7.13%,-4.86%,19.40%,-6.51%,0.99%,-18.39%,5.19%,4.98%,3.20,0.89,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.58,7.41%,8.35%,-5.01%,-39.33%,93.90%,56.37,-3.72%,-1.66%
AAON,2020-06-09,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.86B,46.77,57.29,-0.92%,211249,41.22,3.90,5.81,9.74,-,46.16,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.70%,-1.56%,71.20%,-3.77%,7.86%,9.92,321.54K,5.58%,17.06%,10.26%,13.90%,17.78%,15.95%,3.10%,3.72%,3.30,0.66,0.66%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,2.1,9.62%,16.36%,15.01%,-4.52%,41.52%,69.43,0.19%,-1.11%
AAP,2020-06-09,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.98B,26.28,144.21,-1.46%,708600,17.20,3.55,1.06,2.82,7.80,28.39,21.10%,31.00%,0.40%,7.40%,-0.30%,69.18M,68.86M,0.40%,0.00%,-,-1.35%,3.07%,1.83,1.15M,3.38%,15.51%,6.66%,-6.73%,-6.06%,-9.96%,2.68%,3.36%,2.30,0.61,0.69%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,4.73,6.86%,20.03%,2.80%,-15.88%,102.18%,69.19,-0.70%,-0.77%
AAPL,2020-06-09,Apple Inc.,Technology,Consumer Electronics,USA,1499.83B,26.97,343.99,3.16%,36004143,23.17,2.35,5.60,19.12,15.95,28.51,-2.60%,19.99%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.63%,0.78%,0.74,45.52M,6.39%,10.92%,20.55%,27.07%,78.62%,17.14%,2.27%,2.18%,2.00,0.79,0.95%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.17,7.23,8.12%,17.53%,26.48%,3.11%,80.76%,78.92,3.58%,-0.41%
AAT,2020-06-09,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.99B,43.35,33.29,-4.48%,479472,47.56,14.45,5.26,1.51,20.02,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.39M,0.70%,24.78%,99.40%,-0.92%,1.12%,1.45,457.80K,23.39%,19.66%,-14.13%,-29.77%,-28.42%,-27.47%,5.85%,5.28%,2.70,1.05,2.40%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.01,1.65,22.80%,25.05%,-16.98%,-32.42%,65.21%,65.59,-1.45%,-3.07%
AAU,2020-06-09,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,59.15M,-,0.52,5.92%,891109,-,-,-,1.13,32.86,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,50.29%,1.22%,3.39,401.39K,7.86%,18.04%,73.29%,0.58%,5.92%,-11.88%,5.85%,7.40%,-,2.22,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.06,0.03,14.51%,29.51%,3.10%,-36.71%,144.70%,65.1,5.92%,0.00%
