Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-24,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.57B,39.72,86.56,-3.05%,1806600,24.27,4.25,5.07,5.61,20.07,58.66,26.10%,15.03%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.45%,89.80%,1.15%,1.67%,2.44,2.10M,-1.55%,0.50%,25.45%,1.52%,19.38%,1.47%,1.92%,2.30%,2.20,0.86,0.83%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.17,-2.26%,4.68%,8.38%,-6.96%,41.60%,50.77,-2.83%,-0.22%
AA,2020-06-24,Alcoa Corporation,Basic Materials,Aluminum,USA,2.10B,-,11.14,-8.69%,7546523,-,-,0.21,0.48,2.54,77.85,-559.70%,86.60%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.05%,78.50%,-11.32%,6.38%,1.2,9.86M,-3.55%,27.17%,57.12%,-48.14%,-50.60%,-48.21%,6.36%,7.62%,2.70,0.77,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.30,0.85,-0.40%,22.89%,-26.39%,-54.77%,115.89%,54.18,-7.17%,-1.64%
AAL,2020-06-24,American Airlines Group Inc.,Industrials,Airlines,USA,5.68B,-,13.04,-6.86%,140057120,-,-,0.13,-,1.59,-,25.20%,90.00%,-0.70%,-3.32%,1.40%,425.71M,416.38M,1.40%,0.89%,71.30%,-16.33%,30.50%,1.33,95.28M,-23.20%,17.06%,-15.27%,-55.49%,-58.29%,-54.53%,6.55%,11.06%,3.30,1.47,3.07%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.79,1.64,-13.66%,6.22%,-40.57%,-62.73%,58.06%,45.37,-4.12%,-2.86%
AAN,2020-06-24,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.97B,-,42.77,-3.63%,480228,10.68,-,0.73,1.98,5.38,10.68,-83.50%,23.95%,-15.70%,10.10%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.62%,6.07%,3.91,1.03M,-3.48%,17.79%,80.01%,-26.58%,-29.97%,-25.11%,5.47%,6.35%,1.90,0.46,0.37%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.7,0.35%,22.74%,-12.48%,-45.62%,228.87%,55.77,-1.81%,-1.85%
AAOI,2020-06-24,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,191.94M,-,9.34,-4.69%,480716,-,-,1.07,0.73,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,8.00%,-1.81%,60.30%,-0.86%,29.01%,7.88,704.55K,-8.25%,4.24%,25.37%,-16.23%,2.64%,-21.38%,5.43%,5.65%,3.20,0.68,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.52,-1.13%,-0.01%,-8.66%,-41.55%,86.80%,48.53,-3.61%,-1.12%
AAON,2020-06-24,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.75B,43.08,52.77,-2.66%,167600,37.96,3.59,5.57,8.97,-,44.28,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.85%,71.20%,-3.61%,8.01%,13.0,250.17K,-0.68%,-3.67%,23.44%,5.62%,10.54%,6.80%,2.63%,3.52%,3.30,0.67,0.72%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.73,2.01,-3.32%,4.24%,5.14%,-12.05%,30.36%,48.32,-1.66%,-1.01%
AAP,2020-06-24,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,10.07B,26.06,143.0,-4.65%,1069645,17.03,3.52,1.07,2.80,7.87,28.67,21.10%,31.28%,0.40%,7.40%,-0.30%,69.18M,68.85M,0.40%,2.35%,-,-1.29%,2.84%,1.84,1.07M,-3.79%,5.47%,58.24%,-10.61%,-7.44%,-10.71%,3.65%,3.55%,2.30,1.0,0.70%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.33,5.73,0.26%,9.63%,1.77%,-16.58%,100.48%,53.81,-3.74%,-0.94%
AAPL,2020-06-24,Apple Inc.,Technology,Consumer Electronics,USA,1569.59B,28.23,360.06,-1.77%,47762866,24.23,2.46,5.86,20.01,16.69,29.83,-2.60%,19.92%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.62%,0.79%,0.88,38.76M,2.41%,13.68%,46.65%,26.78%,84.11%,22.62%,2.51%,2.45%,2.00,1.23,0.91%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.18,8.82,6.58%,14.92%,28.71%,-3.31%,86.97%,69.16,-1.42%,-0.35%
AAT,2020-06-24,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.72B,35.55,27.3,-4.04%,297410,39.00,11.85,4.56,1.24,17.36,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.38M,0.50%,52.01%,99.40%,-0.83%,0.75%,1.0,447.89K,-8.60%,1.11%,19.32%,-39.06%,-41.28%,-40.52%,4.75%,5.10%,2.70,0.66,2.93%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.00,1.65,-7.70%,-1.47%,-30.28%,-44.58%,35.48%,44.2,-2.08%,-2.00%
AAU,2020-06-24,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,59.77M,-,0.5,-2.03%,129826,-,-,-,1.09,33.20,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,47.07%,1.05%,2.95,398.10K,0.02%,15.39%,54.34%,-2.62%,-21.62%,-14.84%,6.82%,7.46%,-,0.33,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.07,0.04,2.04%,12.39%,2.20%,-38.83%,136.49%,53.5,-2.60%,0.59%
