Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-17,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.81B,40.35,87.92,0.55%,900790,24.74,4.32,5.12,5.70,20.25,59.18,26.10%,14.68%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.68%,89.80%,1.16%,1.67%,2.26,2.27M,-2.10%,5.09%,27.66%,4.11%,22.26%,3.06%,3.42%,2.39%,2.20,0.4,0.82%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.13,2.35,0.82%,7.97%,10.66%,-5.50%,43.82%,57.18,0.08%,0.47%
AA,2020-06-17,Alcoa Corporation,Basic Materials,Aluminum,USA,1.94B,-,11.55,0.00%,6521210,-,-,0.19,0.50,2.34,71.88,-559.70%,84.30%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.04%,78.50%,-12.55%,6.38%,1.19,9.92M,-5.09%,48.08%,100.87%,-44.95%,-48.76%,-46.30%,7.00%,7.30%,2.60,0.66,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.21,0.87,11.96%,34.20%,-24.53%,-53.11%,123.84%,60.91,0.09%,-0.09%
AAL,2020-06-17,American Airlines Group Inc.,Industrials,Airlines,USA,6.17B,-,16.98,-0.29%,71227023,-,-,0.14,-,1.72,-,25.20%,90.50%,-0.70%,-3.32%,1.40%,425.71M,416.46M,1.30%,1.16%,71.30%,-18.97%,30.49%,1.38,91.77M,-0.24%,72.04%,45.75%,-39.18%,-47.79%,-40.79%,10.54%,10.86%,3.40,0.78,2.36%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.62,1.82,23.98%,43.77%,-23.61%,-51.47%,105.82%,60.8,1.49%,-1.76%
AAME,2020-06-17,Atlantic American Corporation,Financial,Insurance - Life,USA,56.29M,-,2.77,53.03%,105881,-,-,0.31,0.56,6.78,-,28.70%,-,-17.10%,-,3.60%,20.47M,4.09M,80.14%,0.00%,5.50%,6.58%,0.04%,0.65,2.65K,44.27%,48.13%,7.32%,54.75%,13.99%,40.61%,18.95%,8.21%,-,39.92,-,-3.50%,-11.60%,1.10%,-,-,0.33,0.33,-,-7.60%,-7.10%,Mar 30/a,0.18,0.19,49.25%,47.47%,29.81%,-6.10%,89.73%,77.41,47.34%,3.86%
AAN,2020-06-17,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.89B,-,44.31,-2.62%,562816,11.20,-,0.72,2.05,5.24,10.39,-83.50%,24.63%,-15.70%,10.10%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.91%,6.07%,3.5,1.16M,-2.89%,32.78%,141.08%,-25.73%,-26.77%,-22.41%,6.84%,6.13%,1.90,0.49,0.36%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.57,2.94,10.14%,34.84%,-10.20%,-43.66%,240.72%,61.47,-2.51%,-0.11%
AAOI,2020-06-17,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,203.29M,-,10.18,10.77%,1299470,-,-,1.14,0.80,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,6.60%,-2.25%,60.30%,-0.94%,29.02%,7.63,726.73K,8.41%,21.92%,85.09%,-8.04%,14.13%,-14.31%,8.10%,5.30%,3.20,1.79,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.96,0.57,11.50%,11.37%,-0.31%,-36.30%,103.60%,60.93,8.30%,2.29%
AAON,2020-06-17,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.76B,43.37,53.13,-1.23%,139462,38.22,3.61,5.60,9.04,-,44.53,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.85%,71.20%,-3.62%,8.01%,11.63,279.76K,-5.71%,4.03%,12.18%,8.34%,9.34%,7.53%,4.97%,3.79%,3.30,0.5,0.72%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.75,2.26,-1.80%,6.14%,6.18%,-11.45%,31.25%,51.5,-2.06%,0.86%
AAP,2020-06-17,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,10.07B,27.09,148.64,4.19%,1381191,17.73,3.66,1.07,2.91,7.87,28.67,21.10%,31.00%,0.40%,7.40%,-0.30%,69.18M,68.86M,0.40%,2.45%,-,-1.38%,2.84%,1.8,1.09M,5.88%,13.37%,67.50%,-3.17%,-4.00%,-7.19%,5.26%,3.55%,2.30,1.27,0.67%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,5.61,6.74%,18.09%,5.90%,-13.29%,108.39%,66.18,3.14%,1.02%
AAPL,2020-06-17,Apple Inc.,Technology,Consumer Electronics,USA,1510.86B,27.56,351.59,-0.14%,28490487,23.65,2.40,5.64,19.54,16.06,28.72,-2.60%,20.04%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.21%,62.00%,-0.64%,0.79%,0.82,41.93M,-0.35%,11.63%,42.53%,25.63%,77.17%,19.73%,3.27%,2.24%,2.00,0.68,0.93%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.16,8.69,7.14%,15.53%,27.34%,-0.90%,82.96%,70.46,-0.96%,0.83%
AAT,2020-06-17,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.69B,38.89,29.87,-4.26%,252507,42.67,12.96,4.47,1.36,17.04,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.39M,0.50%,41.46%,99.40%,-0.97%,0.75%,0.98,455.62K,-3.30%,14.88%,37.21%,-33.46%,-36.39%,-34.92%,5.36%,4.97%,2.70,0.55,2.68%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,0.97,1.8,3.73%,8.73%,-24.61%,-39.36%,48.24%,53.47,-4.29%,0.03%
