Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-06-12,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.81B,39.52,86.11,1.27%,1461629,24.23,4.23,5.12,5.58,20.25,59.19,26.10%,14.68%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-11.00%,89.80%,1.13%,2.01%,2.57,2.41M,-4.72%,7.42%,24.44%,3.22%,22.49%,0.94%,2.50%,2.36%,2.20,0.61,0.84%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,2.33,-0.48%,7.03%,8.73%,-7.45%,40.86%,52.04,-0.83%,2.12%
AA,2020-06-12,Alcoa Corporation,Basic Materials,Aluminum,USA,2.14B,-,11.53,10.65%,10175502,-,-,0.21,0.50,2.59,79.43,-559.70%,79.50%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.04%,78.50%,-11.49%,5.97%,1.11,9.93M,-4.47%,65.19%,44.12%,-44.16%,-47.11%,-46.40%,6.69%,7.73%,2.60,1.02,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Apr 22/a,2.29,0.91,19.41%,39.20%,-25.07%,-53.19%,123.45%,61.18,2.95%,7.49%
AAL,2020-06-12,American Airlines Group Inc.,Industrials,Airlines,USA,7.13B,-,16.74,16.41%,160269710,-,-,0.16,-,1.99,-,25.20%,90.40%,-0.70%,-3.32%,1.40%,425.71M,417.74M,1.30%,0.99%,71.30%,-16.66%,35.34%,1.67,88.43M,-9.95%,83.75%,16.98%,-37.68%,-49.41%,-41.63%,10.03%,10.56%,3.30,1.81,2.39%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.78,1.88,33.12%,46.79%,-25.12%,-52.16%,102.91%,59.96,-0.48%,16.97%
AAN,2020-06-12,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.91B,-,43.55,3.74%,671082,11.97,-,0.72,2.01,5.28,10.48,-83.50%,35.76%,-15.70%,9.90%,7.90%,66.82M,66.71M,1.10%,0.00%,-,-1.88%,6.59%,3.75,1.17M,-4.43%,46.68%,44.54%,-24.78%,-28.69%,-23.74%,6.72%,6.21%,1.90,0.57,0.37%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,3.12,13.36%,38.90%,-12.26%,-44.63%,234.87%,61.81,-2.75%,6.67%
AAOI,2020-06-12,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,176.11M,-,8.81,1.85%,475267,-,-,0.99,0.69,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.12M,6.60%,-3.39%,60.40%,-0.77%,34.36%,8.76,750.22K,-11.72%,1.26%,44.19%,-19.62%,-1.45%,-25.84%,6.18%,4.78%,3.20,0.63,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.97,0.59,-2.42%,-2.64%,-13.69%,-44.87%,76.20%,45.67,-2.33%,4.28%
AAON,2020-06-12,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.60B,42.42,51.96,0.13%,170694,37.38,3.53,5.27,8.84,-,41.87,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.70%,-1.91%,71.20%,-3.77%,7.86%,10.55,302.28K,-10.98%,11.72%,-0.27%,5.29%,6.08%,5.16%,4.03%,3.70%,3.30,0.56,0.73%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,2.25,-2.73%,4.57%,4.03%,-13.40%,28.36%,47.58,-3.60%,3.87%
AAP,2020-06-12,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.39B,24.74,135.73,1.95%,678614,16.19,3.34,0.99,2.65,7.34,26.72,21.10%,31.00%,0.40%,7.40%,-0.30%,69.18M,68.86M,0.40%,-0.29%,-,-1.35%,3.07%,1.9,1.11M,-7.10%,13.83%,19.39%,-12.94%,-9.88%,-15.25%,3.62%,3.47%,2.30,0.61,0.74%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.32,5.06,-1.18%,10.54%,-3.28%,-20.82%,90.29%,52.53,-0.96%,2.94%
AAPL,2020-06-12,Apple Inc.,Technology,Consumer Electronics,USA,1477.20B,26.56,338.8,0.86%,49686502,22.82,2.31,5.51,18.83,15.71,28.08,-2.60%,19.99%,13.00%,11.48%,7.30%,4.36B,4.33B,0.10%,-2.18%,62.00%,-0.63%,0.78%,0.76,44.30M,2.20%,10.13%,21.88%,25.12%,74.50%,15.38%,3.45%,2.23%,2.00,1.12,0.97%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Apr 30/a,1.17,8.48,4.86%,13.61%,23.64%,-4.50%,78.03%,63.59,-1.77%,2.68%
AAT,2020-06-12,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.79B,39.00,29.95,6.02%,504816,42.79,13.00,4.73,1.36,18.01,-,101.50%,20.69%,18.40%,3.00%,7.10%,59.73M,59.39M,0.70%,24.78%,99.40%,-0.92%,1.12%,1.44,461.93K,-8.77%,25.26%,-11.05%,-35.38%,-35.15%,-34.75%,5.32%,5.29%,2.70,1.09,2.67%,1.50%,3.30%,4.30%,-,-,1.03,1.03,64.10%,28.00%,10.50%,Apr 28/a,1.01,1.81,7.04%,11.00%,-24.86%,-39.20%,48.64%,54.03,0.40%,5.59%
AAU,2020-06-12,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,59.25M,-,0.52,7.22%,260746,-,-,-,1.13,32.92,-,-3.20%,-,31.70%,-,-,112.03M,111.70M,7.20%,0.00%,5.90%,50.29%,1.22%,3.26,417.75K,8.31%,29.10%,85.61%,2.95%,1.96%,-11.73%,8.90%,8.26%,-,0.62,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.06,0.04,10.76%,25.33%,4.00%,-36.60%,145.12%,58.86,3.98%,3.11%
AAWW,2020-06-12,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.07B,-,39.43,0.77%,514815,6.29,-,0.40,0.56,4.75,5.17,-218.60%,-20.77%,-36.10%,10.00%,8.80%,25.97M,25.52M,2.10%,-6.88%,99.50%,-0.79%,12.32%,3.93,799.72K,-10.39%,8.50%,120.28%,47.95%,-6.34%,43.02%,6.42%,6.13%,1.50,0.64,-,-4.20%,-12.10%,-5.00%,0.70,0.70,1.17,1.33,53.30%,-12.00%,-8.90%,May 07/b,1.70,2.52,-2.46%,17.08%,44.43%,-17.34%,163.39%,53.45,-1.57%,2.38%
AAXN,2020-06-12,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.66B,-,94.09,4.53%,1119819,67.79,-,10.07,10.02,16.40,70.60,-97.10%,16.93%,-47.40%,30.00%,26.40%,59.61M,58.74M,2.00%,-18.76%,88.20%,-4.43%,8.93%,5.24,1.00M,1.40%,17.36%,50.71%,29.80%,32.32%,28.40%,6.86%,6.28%,2.10,1.12,-,-0.20%,-0.30%,-1.40%,3.20,2.90,0.00,0.00,58.20%,-1.70%,-0.30%,May 07/a,0.76,6.52,11.86%,21.84%,34.11%,-10.31%,88.94%,57.89,-3.60%,8.43%
AB,2020-06-12,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.48B,9.65,25.41,3.71%,322078,9.82,6.72,8.76,1.65,-,4966.13,-0.70%,7.16%,6.40%,1.44%,5.80%,98.31M,91.39M,0.30%,-60.70%,21.80%,-2.69%,1.88%,2.66,647.17K,-3.38%,20.14%,5.17%,-11.77%,-14.82%,-16.03%,4.45%,4.70%,2.30,0.5,10.07%,17.00%,17.00%,15.40%,-,-,0.00,0.00,-,100.00%,89.70%,Apr 28/b,1.52,1.24,2.45%,13.47%,-7.84%,-29.53%,91.92%,57.07,1.40%,2.29%
ABB,2020-06-12,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,44.68B,45.97,20.87,2.35%,2010460,22.06,3.15,1.63,3.85,6.66,34.74,-27.90%,58.19%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,4.20%,-6.24%,0.11%,0.84,2.56M,-3.47%,16.85%,18.44%,-9.02%,8.25%,-13.37%,2.65%,1.97%,2.70,0.78,3.98%,2.80%,10.00%,5.20%,1.20,1.00,0.59,1.10,31.60%,6.30%,4.70%,Apr 28/b,1.13,0.56,5.00%,12.23%,1.17%,-17.51%,41.88%,60.59,-1.65%,4.07%
ABBV,2020-06-12,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,161.54B,16.36,92.46,0.22%,7839721,7.89,1.60,4.74,-,-,23.04,42.30%,13.89%,36.80%,10.25%,10.80%,1.48B,1.75B,0.10%,-2.01%,63.30%,1.61%,1.42%,1.92,12.95M,-1.48%,4.04%,8.31%,6.64%,17.11%,4.43%,3.27%,2.79%,2.10,0.61,5.10%,11.30%,-103.70%,21.20%,3.10,3.00,-,-,77.10%,39.90%,24.60%,May 01/b,0.82,2.91,0.37%,7.53%,11.60%,-6.93%,47.82%,54.83,-1.37%,1.60%
ABC,2020-06-12,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.39B,12.50,94.87,1.45%,1497211,11.60,1.52,0.10,5.43,5.25,12.09,-18.60%,9.60%,26.40%,8.23%,8.50%,205.37M,146.20M,0.20%,-38.22%,67.40%,-2.86%,2.84%,2.41,1.72M,-4.14%,12.74%,5.41%,9.47%,9.75%,11.59%,3.58%,3.11%,2.40,0.87,1.77%,4.00%,51.00%,13.00%,1.00,0.60,1.01,1.15,2.80%,0.60%,0.90%,May 07/b,0.62,3.35,0.66%,5.22%,8.63%,-7.88%,31.66%,51.68,-0.64%,2.11%
ABCB,2020-06-12,Ameris Bancorp,Financial,Banks - Regional,USA,1.66B,10.53,24.04,3.07%,461150,9.25,1.32,2.40,0.68,2.27,-,-1.60%,13.04%,13.50%,8.00%,31.10%,69.25M,65.88M,4.30%,-0.89%,86.70%,-0.97%,2.84%,3.64,513.25K,-15.74%,29.81%,-6.42%,-44.40%,-36.95%,-43.49%,6.39%,6.71%,1.70,0.9,2.50%,0.90%,6.40%,15.20%,-,-,0.16,0.16,-,72.10%,20.30%,Apr 23/a,1.50,1.97,-0.18%,2.85%,-31.45%,-46.46%,40.42%,49.43,-2.95%,6.20%
ABEO,2020-06-12,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,244.37M,-,2.94,13.08%,1427919,-,-,507.00,2.06,2.10,-,-27.10%,23.30%,37.00%,-,-,92.64M,67.30M,1.60%,17.03%,54.30%,-16.43%,6.08%,3.32,1.23M,0.68%,-10.09%,68.97%,-26.87%,-44.74%,-10.09%,6.68%,7.31%,2.10,1.16,-,-60.50%,-82.40%,-,3.20,3.20,0.00,0.00,-,-,-,Mar 23/a,1.51,0.24,-3.94%,8.70%,7.58%,-47.50%,117.78%,50.54,7.30%,5.38%
ABEV,2020-06-12,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,42.64B,15.40,2.71,2.65%,43318468,19.36,-,-,2.75,-,-,-47.40%,40.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,1.99%,2.59,33.74M,-3.90%,39.69%,2.65%,-37.54%,-40.10%,-41.85%,4.37%,4.98%,3.10,1.28,4.43%,-,-,-,-,-,-,-,-,-,-,-,-,0.16,11.23%,18.54%,-25.16%,-49.00%,42.63%,58.24,0.00%,2.65%
ABG,2020-06-12,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.45B,8.98,76.07,2.89%,401078,9.17,0.49,0.20,2.20,3.74,3.55,15.00%,43.82%,20.80%,18.50%,4.20%,19.10M,19.08M,1.10%,96.23%,-,1.72%,14.46%,8.95,308.24K,-6.66%,29.95%,38.03%,-33.58%,-5.34%,-31.95%,4.97%,5.34%,2.30,1.3,-,5.60%,26.50%,11.30%,1.50,0.60,1.69,3.05,16.30%,4.30%,2.30%,May 05/b,1.63,4.68,2.29%,17.46%,-14.97%,-38.38%,93.27%,55.82,-2.35%,5.37%
ABM,2020-06-12,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.12B,14.85,31.62,0.51%,411904,16.49,0.93,0.33,1.36,30.31,13.20,78.50%,23.58%,10.20%,16.00%,6.90%,66.90M,65.96M,0.90%,-2.53%,98.20%,-3.60%,4.08%,4.7,573.18K,-13.46%,6.61%,15.91%,-17.07%,-20.57%,-16.15%,4.69%,4.57%,2.50,0.72,2.34%,3.80%,9.40%,7.50%,1.50,1.50,0.51,0.55,11.80%,3.40%,2.20%,Jun 17/a,1.27,1.75,-4.52%,0.21%,-9.39%,-25.90%,59.77%,45.74,-3.48%,4.13%
ABMD,2020-06-12,"Abiomed, Inc.",Healthcare,Medical Devices,USA,10.89B,54.58,241.68,2.58%,386001,50.01,2.27,12.95,10.21,24.57,40.18,-21.00%,42.90%,10.80%,24.00%,29.60%,45.04M,44.06M,1.40%,-3.59%,98.40%,-2.99%,6.53%,4.5,639.43K,-3.25%,30.22%,69.22%,35.11%,-5.42%,41.67%,4.54%,4.00%,2.30,0.6,-,17.40%,19.80%,17.90%,4.80,4.10,0.00,0.00,82.00%,29.10%,24.10%,Apr 30/b,0.93,9.55,10.51%,28.07%,33.91%,-15.43%,103.08%,66.54,0.80%,1.77%
ABR,2020-06-12,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.04B,21.96,9.86,8.95%,2246156,10.10,2.74,2.05,1.11,4.69,-,-14.30%,510.00%,-5.50%,8.00%,30.60%,110.79M,103.19M,3.20%,1.20%,39.20%,-16.08%,5.67%,1.84,3.19M,1.34%,56.76%,16.00%,-31.19%,-18.98%,-31.29%,7.68%,7.08%,2.60,0.7,12.17%,0.60%,3.70%,2.50%,-,-,5.58,5.58,61.70%,8.40%,7.30%,May 08/b,1.81,0.71,15.66%,37.08%,-15.50%,-37.48%,178.53%,62.16,2.07%,6.74%
