Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
A,2020-07-07,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,27.37B,40.94,89.21,-0.11%,1441134,25.01,4.38,5.23,5.78,20.67,60.42,26.10%,14.99%,37.50%,9.35%,5.00%,309.00M,307.66M,0.50%,-6.16%,89.80%,1.18%,1.43%,2.18,2.01M,2.20%,-1.29%,19.97%,5.18%,20.82%,4.57%,1.63%,2.19%,2.40,0.72,0.81%,7.40%,14.30%,15.20%,1.60,1.20,0.38,0.52,53.70%,15.10%,13.00%,May 21/a,1.12,1.9,1.40%,5.69%,11.08%,-4.12%,45.93%,59.44,0.42%,-0.53%
AA,2020-07-07,Alcoa Corporation,Basic Materials,Aluminum,USA,2.08B,-,11.23,-2.09%,4609567,-,-,0.21,0.49,2.51,77.19,-559.70%,88.30%,-34.10%,-,-4.50%,186.00M,185.07M,0.60%,0.05%,78.50%,-11.46%,6.20%,1.19,9.62M,2.18%,-6.96%,71.45%,-46.52%,-49.64%,-47.79%,6.01%,6.43%,2.70,0.48,-,-5.80%,-19.00%,-9.60%,1.50,0.80,0.42,0.42,17.00%,-2.00%,-8.40%,Jul 15/a,2.28,0.82,-2.72%,16.10%,-23.64%,-54.41%,117.64%,53.57,0.00%,-2.09%
AAL,2020-07-07,American Airlines Group Inc.,Industrials,Airlines,USA,6.20B,-,11.91,-6.95%,77129694,-,-,0.14,-,1.73,-,25.20%,90.50%,-0.70%,-9.44%,1.40%,425.71M,417.74M,1.10%,0.95%,59.40%,-16.39%,30.94%,1.29,100.14M,-10.59%,-35.93%,25.37%,-56.41%,-63.68%,-58.47%,7.39%,8.63%,3.30,0.77,3.36%,-1.20%,113.10%,10.30%,0.40,0.30,-,-,60.30%,0.30%,-1.70%,Apr 30/b,1.73,1.55,-21.18%,-5.09%,-44.08%,-65.96%,44.36%,41.94,-4.80%,-2.27%
AAN,2020-07-07,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.97B,-,43.45,-3.53%,841007,10.81,-,0.74,2.01,5.40,10.70,-83.50%,24.22%,-15.70%,10.10%,7.90%,66.82M,66.69M,1.30%,0.00%,-,-1.54%,4.15%,2.97,933.92K,-6.56%,-4.65%,96.25%,-24.67%,-31.69%,-23.92%,4.57%,5.65%,1.90,0.9,0.37%,-9.50%,-17.70%,2.10%,-,-,0.45,0.45,96.80%,-9.30%,-7.50%,May 07/b,1.62,2.58,-2.84%,13.86%,-9.82%,-44.76%,234.10%,52.06,-1.99%,-1.58%
AAOI,2020-07-07,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,214.19M,-,11.15,-3.71%,696506,-,-,1.20,0.88,-,-,-12.80%,84.50%,-68.80%,13.00%,7.90%,20.21M,19.04M,8.00%,-2.00%,60.20%,-1.02%,28.42%,7.47,724.19K,18.49%,11.72%,40.78%,-8.23%,16.27%,-6.14%,9.37%,6.68%,3.20,0.96,-,-15.20%,-25.30%,-15.60%,1.90,1.00,0.36,0.54,22.50%,-30.60%,-40.50%,May 07/a,1.98,0.66,14.07%,16.11%,9.50%,-30.23%,123.00%,57.81,-2.79%,-0.95%
AAON,2020-07-07,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.82B,45.07,55.21,1.14%,425307,39.72,3.76,5.71,9.39,-,45.43,27.00%,-4.20%,5.10%,12.00%,5.70%,52.07M,40.58M,19.60%,-1.88%,71.30%,-3.67%,8.21%,14.05,237.14K,2.87%,-5.41%,14.47%,9.85%,10.46%,11.74%,3.23%,3.60%,3.30,1.79,0.69%,17.70%,22.70%,18.10%,3.10,1.90,0.02,0.02,27.70%,16.30%,13.10%,May 07/b,0.74,2.0,2.67%,6.81%,9.69%,-7.98%,36.39%,57.25,1.49%,-0.35%
AAP,2020-07-07,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.45B,24.91,136.68,-1.64%,798984,16.15,3.37,1.00,2.67,7.39,26.90,21.10%,30.16%,0.40%,7.40%,-0.30%,69.18M,68.85M,0.40%,2.40%,-,-1.27%,2.81%,1.99,974.75K,-4.25%,-6.45%,42.66%,-12.83%,-13.60%,-14.66%,2.99%,3.65%,2.30,0.82,0.73%,3.40%,10.90%,12.30%,1.40,0.40,0.35,0.49,43.70%,5.80%,4.10%,May 19/b,1.31,4.8,-4.32%,1.45%,-2.36%,-20.27%,91.62%,45.99,-0.90%,-0.75%
AAPL,2020-07-07,Apple Inc.,Technology,Consumer Electronics,USA,1615.37B,29.22,372.69,-0.31%,28022122,25.10,2.55,6.03,20.72,17.18,30.70,-2.60%,19.69%,13.00%,11.46%,7.30%,4.36B,4.33B,0.07%,-3.29%,62.00%,-0.61%,0.80%,0.96,36.23M,3.02%,12.43%,41.99%,24.31%,86.33%,26.92%,1.56%,2.56%,2.00,0.77,0.88%,17.30%,64.50%,26.90%,1.50,1.50,1.14,1.40,38.10%,24.50%,21.40%,Jul 30/a,1.19,8.59,5.20%,14.07%,30.55%,-0.82%,93.52%,68.67,-0.76%,0.45%
AAT,2020-07-07,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.60B,32.73,26.54,-2.82%,282774,37.91,10.91,4.22,1.22,30.47,-,101.50%,20.69%,10.50%,3.00%,7.10%,59.72M,59.38M,0.40%,80.82%,99.40%,-0.88%,0.96%,1.31,432.77K,-5.89%,-19.16%,12.22%,-42.58%,-44.43%,-42.18%,3.67%,4.48%,2.80,0.65,3.01%,1.70%,3.60%,4.30%,-,-,1.00,1.00,64.10%,30.10%,12.30%,Apr 28/a,0.99,1.44,-9.41%,-4.99%,-30.86%,-46.12%,31.71%,41.3,-1.23%,-1.61%
AAU,2020-07-07,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,56.13M,-,0.5,-0.46%,395743,-,-,-,1.09,31.18,-,-3.20%,-,31.70%,-,-,112.03M,111.65M,7.20%,0.00%,5.90%,51.83%,1.07%,3.13,380.43K,2.93%,4.67%,74.93%,-10.80%,-16.25%,-14.70%,5.31%,6.78%,-,1.04,-,-4.50%,-4.80%,-,3.90,3.90,0.04,0.04,-,-,-,Apr 09/a,1.10,0.03,0.80%,7.77%,4.19%,-38.73%,136.87%,53.84,-1.49%,1.05%
