,0
2011-03-16,38.09
2011-03-17,37.23
2011-03-18,33.64
2011-03-21,31.46
2011-03-22,31.34
2011-03-23,30.62
2011-03-24,30.78
2011-03-25,30.24
2011-03-28,30.36
2011-03-29,30.91
2011-03-30,29.76
2011-03-31,30.52
2011-04-01,30.07
2011-04-04,30.56
2011-04-05,31.41
2011-04-06,31.36
2011-04-07,31.72
2011-04-08,31.65
2011-04-11,32.47
2011-04-12,33.29
2011-04-13,31.96
2011-04-14,31.17
2011-04-15,31.45
2011-04-18,33.74
2011-04-19,31.12
2011-04-20,30.06
2011-04-21,29.93
2011-04-22,
2011-04-25,33.85
2011-04-26,32.53
2011-04-27,31.98
2011-04-28,32.34
2011-04-29,32.57
2011-05-02,35.84
2011-05-03,36.22
2011-05-04,36.04
2011-05-05,40.44
2011-05-06,37.75
2011-05-09,35.22
2011-05-10,33.91
2011-05-11,35.73
2011-05-12,36.51
2011-05-13,36.44
2011-05-16,37.31
2011-05-17,35.44
2011-05-18,33.94
2011-05-19,32.75
2011-05-20,33.57
2011-05-23,33.97
2011-05-24,32.14
2011-05-25,30.95
2011-05-26,29.63
2011-05-27,29.26
2011-05-30,
2011-05-31,30.07
2011-06-01,32.33
2011-06-02,31.23
2011-06-03,31.45
2011-06-06,33.38
2011-06-07,32.58
2011-06-08,33.55
2011-06-09,33.0
2011-06-10,34.39
2011-06-13,33.66
2011-06-14,32.26
2011-06-15,34.21
2011-06-16,36.94
2011-06-17,36.52
2011-06-20,33.14
2011-06-21,30.78
2011-06-22,30.28
2011-06-23,32.84
2011-06-24,33.66
2011-06-27,33.54
2011-06-28,32.99
2011-06-29,31.46
2011-06-30,29.62
2011-07-01,30.68
2011-07-04,
2011-07-05,30.87
2011-07-06,30.5
2011-07-07,28.91
2011-07-08,28.72
2011-07-11,30.52
2011-07-12,31.3
2011-07-13,30.9
2011-07-14,31.7
2011-07-15,30.43
2011-07-18,32.48
2011-07-19,31.75
2011-07-20,31.75
2011-07-21,31.13
2011-07-22,30.81
2011-07-25,32.52
2011-07-26,32.62
2011-07-27,34.61
2011-07-28,34.04
2011-07-29,35.59
2011-08-01,35.19
2011-08-02,36.28
2011-08-03,34.83
2011-08-04,42.82
2011-08-05,41.5
2011-08-08,51.62
2011-08-09,48.85
2011-08-10,51.46
2011-08-11,47.04
2011-08-12,41.78
2011-08-15,39.76
2011-08-16,40.22
2011-08-17,40.61
