,0
2002-12-18,7000.0
2002-12-25,16000.0
2003-01-01,14000.0
2003-01-08,3000.0
2003-01-15,3000.0
2003-01-22,4000.0
2003-01-29,4000.0
2003-02-05,3000.0
2003-02-12,5000.0
2003-02-19,4000.0
2003-02-26,5000.0
2003-03-05,3000.0
2003-03-12,4000.0
2003-03-19,4000.0
2003-03-26,5000.0
2003-04-02,5000.0
2003-04-09,4000.0
2003-04-16,4000.0
2003-04-23,4000.0
2003-04-30,4001.0
2003-05-07,4000.0
2003-05-14,5000.0
2003-05-21,6000.0
2003-05-28,3000.0
2003-06-04,5000.0
2003-06-11,5000.0
2003-06-18,6000.0
2003-06-25,3000.0
2003-07-02,5000.0
2003-07-09,5000.0
2003-07-16,5000.0
2003-07-23,3000.0
2003-07-30,2000.0
2003-08-06,3000.0
2003-08-13,5000.0
2003-08-20,7000.0
2003-08-27,5000.0
2003-09-03,4000.0
2003-09-10,4000.0
2003-09-17,5000.0
2003-09-24,0.0
2003-10-01,0.0
2003-10-08,0.0
2003-10-15,0.0
2003-10-22,0.0
2003-10-29,0.0
2003-11-05,0.0
2003-11-12,0.0
2003-11-19,4000.0
2003-11-26,4000.0
2003-12-03,4000.0
2003-12-10,4000.0
2003-12-17,8000.0
2003-12-24,0.0
2003-12-31,0.0
2004-01-07,0.0
2004-01-14,0.0
2004-01-21,0.0
2004-01-28,0.0
2004-02-04,0.0
2004-02-11,0.0
2004-02-18,0.0
2004-02-25,0.0
2004-03-03,0.0
2004-03-10,0.0
2004-03-17,0.0
2004-03-24,0.0
2004-03-31,0.0
2004-04-07,0.0
2004-04-14,0.0
2004-04-21,0.0
2004-04-28,0.0
2004-05-05,0.0
2004-05-12,0.0
2004-05-19,0.0
2004-05-26,0.0
2004-06-02,0.0
2004-06-09,0.0
2004-06-16,0.0
2004-06-23,0.0
2004-06-30,0.0
2004-07-07,0.0
2004-07-14,0.0
2004-07-21,0.0
2004-07-28,0.0
2004-08-04,0.0
2004-08-11,0.0
2004-08-18,0.0
2004-08-25,0.0
2004-09-01,0.0
2004-09-08,0.0
2004-09-15,0.0
2004-09-22,0.0
2004-09-29,0.0
2004-10-06,0.0
2004-10-13,0.0
2004-10-20,0.0
2004-10-27,0.0
2004-11-03,0.0
2004-11-10,0.0
2004-11-17,0.0
2004-11-24,4000.0
2004-12-01,4000.0
2004-12-08,4000.0
2004-12-15,4000.0
2004-12-22,0.0
2004-12-29,0.0
2005-01-05,0.0
2005-01-12,0.0
2005-01-19,0.0
2005-01-26,0.0
2005-02-02,0.0
2005-02-09,0.0
2005-02-16,0.0
2005-02-23,0.0
2005-03-02,0.0
2005-03-09,0.0
2005-03-16,0.0
2005-03-23,0.0
2005-03-30,0.0
2005-04-06,0.0
2005-04-13,0.0
2005-04-20,0.0
2005-04-27,0.0
2005-05-04,0.0
2005-05-11,0.0
2005-05-18,0.0
2005-05-25,0.0
2005-06-01,0.0
2005-06-08,0.0
2005-06-15,0.0
2005-06-22,0.0
2005-06-29,0.0
2005-07-06,0.0
2005-07-13,0.0
2005-07-20,0.0
2005-07-27,0.0
2005-08-03,0.0
2005-08-10,0.0
2005-08-17,0.0
2005-08-24,0.0
2005-08-31,0.0
2005-09-07,0.0
2005-09-14,0.0
2005-09-21,0.0
2005-09-28,0.0
2005-10-05,0.0
2005-10-12,0.0
2005-10-19,0.0
2005-10-26,0.0
2005-11-02,0.0
2005-11-09,0.0
2005-11-16,0.0
2005-11-23,0.0
2005-11-30,0.0
2005-12-07,0.0
2005-12-14,5000.0
2005-12-21,0.0
2005-12-28,0.0
2006-01-04,0.0
2006-01-11,0.0
2006-01-18,0.0
2006-01-25,0.0
2006-02-01,0.0
2006-02-08,0.0
2006-02-15,0.0
2006-02-22,0.0
2006-03-01,0.0
2006-03-08,0.0
2006-03-15,0.0
2006-03-22,0.0
2006-03-29,0.0
2006-04-05,0.0
2006-04-12,0.0
2006-04-19,0.0
2006-04-26,0.0
2006-05-03,0.0
2006-05-10,0.0
2006-05-17,0.0
2006-05-24,0.0
2006-05-31,0.0
2006-06-07,0.0
2006-06-14,0.0
2006-06-21,0.0
2006-06-28,0.0
2006-07-05,0.0
2006-07-12,0.0
2006-07-19,0.0
2006-07-26,0.0
2006-08-02,0.0
2006-08-09,0.0
2006-08-16,0.0
2006-08-23,0.0
2006-08-30,0.0
2006-09-06,0.0
2006-09-13,0.0
2006-09-20,0.0
2006-09-27,0.0
2006-10-04,0.0
2006-10-11,0.0
2006-10-18,0.0
2006-10-25,0.0
2006-11-01,0.0
2006-11-08,0.0
2006-11-15,0.0
2006-11-22,0.0
2006-11-29,0.0
2006-12-06,0.0
2006-12-13,0.0
2006-12-20,0.0
2006-12-27,0.0
2007-01-03,0.0
2007-01-10,0.0
2007-01-17,0.0
2007-01-24,0.0
2007-01-31,0.0
2007-02-07,0.0
2007-02-14,0.0
2007-02-21,0.0
2007-02-28,0.0
2007-03-07,0.0
2007-03-14,0.0
2007-03-21,0.0
2007-03-28,0.0
2007-04-04,0.0
2007-04-11,0.0
2007-04-18,0.0
2007-04-25,0.0
2007-05-02,0.0
2007-05-09,0.0
2007-05-16,0.0
2007-05-23,0.0
2007-05-30,0.0
2007-06-06,0.0
2007-06-13,0.0
2007-06-20,0.0
2007-06-27,0.0
2007-07-04,0.0
2007-07-11,0.0
2007-07-18,0.0
2007-07-25,0.0
2007-08-01,0.0
2007-08-08,0.0
2007-08-15,0.0
2007-08-22,0.0
2007-08-29,0.0
2007-09-05,0.0
2007-09-12,0.0
2007-09-19,0.0
2007-09-26,0.0
2007-10-03,0.0
2007-10-10,0.0
2007-10-17,0.0
2007-10-24,0.0
2007-10-31,0.0
2007-11-07,0.0
2007-11-14,0.0
2007-11-21,0.0
2007-11-28,0.0
2007-12-05,8000.0
2007-12-12,8000.0
2007-12-19,8000.0
2007-12-26,0.0
2008-01-02,0.0
2008-01-09,0.0
2008-01-16,0.0
2008-01-23,0.0
2008-01-30,0.0
2008-02-06,0.0
2008-02-13,0.0
2008-02-20,0.0
2008-02-27,0.0
2008-03-05,0.0
2008-03-12,30000.0
2008-03-19,45000.0
2008-03-26,30000.0
2008-04-02,15000.0
2008-04-09,35000.0
2008-04-16,40000.0
2008-04-23,40000.0
2008-04-30,40000.0
2008-05-07,40000.0
2008-05-14,40000.0
2008-05-21,40000.0
2008-05-28,40000.0
2008-06-04,40000.0
2008-06-11,40000.0
2008-06-18,40000.0
2008-06-25,40000.0
2008-07-02,40000.0
2008-07-09,40000.0
2008-07-16,40000.0
2008-07-23,40000.0
2008-07-30,40000.0
2008-08-06,40000.0
2008-08-13,40000.0
2008-08-20,40000.0
2008-08-27,40000.0
2008-09-03,40000.0
2008-09-10,40000.0
2008-09-17,40000.0
2008-09-24,40000.0
2008-10-01,40000.0
2008-10-08,40000.0
2008-10-15,40000.0
2008-10-22,40000.0
2008-10-29,40000.0
2008-11-05,40000.0
2008-11-12,40000.0
2008-11-19,40000.0
2008-11-26,40000.0
2008-12-03,40000.0
2008-12-10,40000.0
2008-12-17,40000.0
2008-12-24,40000.0
2008-12-31,40000.0
2009-01-07,20000.0
2009-01-14,0.0
2009-01-21,0.0
2009-01-28,0.0
2009-02-04,0.0
2009-02-11,0.0
2009-02-18,0.0
2009-02-25,0.0
2009-03-04,0.0
2009-03-11,0.0
2009-03-18,0.0
2009-03-25,0.0
2009-04-01,0.0
2009-04-08,0.0
2009-04-15,0.0
2009-04-22,0.0
2009-04-29,0.0
2009-05-06,0.0
2009-05-13,0.0
2009-05-20,0.0
2009-05-27,0.0
2009-06-03,0.0
2009-06-10,0.0
2009-06-17,0.0
2009-06-24,0.0
2009-07-01,0.0
2009-07-08,0.0
2009-07-15,0.0
2009-07-22,0.0
2009-07-29,0.0
2009-08-05,0.0
2009-08-12,0.0
2009-08-19,0.0
2009-08-26,0.0
2009-09-02,0.0
2009-09-09,0.0
2009-09-16,0.0
2009-09-23,0.0
2009-09-30,0.0
2009-10-07,0.0
2009-10-14,0.0
2009-10-21,0.0
2009-10-28,0.0
2009-11-04,0.0
2009-11-11,0.0
2009-11-18,0.0
2009-11-25,0.0
2009-12-02,0.0
2009-12-09,0.0
2009-12-16,0.0
2009-12-23,0.0
2009-12-30,0.0
2010-01-06,0.0
2010-01-13,0.0
2010-01-20,0.0
2010-01-27,0.0
2010-02-03,0.0
2010-02-10,0.0
2010-02-17,0.0
2010-02-24,0.0
2010-03-03,0.0
2010-03-10,0.0
2010-03-17,0.0
2010-03-24,0.0
2010-03-31,0.0
2010-04-07,0.0
2010-04-14,0.0
2010-04-21,0.0
2010-04-28,0.0
2010-05-05,0.0
2010-05-12,0.0
2010-05-19,0.0
2010-05-26,0.0
2010-06-02,0.0
2010-06-09,0.0
2010-06-16,0.0
2010-06-23,0.0
2010-06-30,0.0
2010-07-07,0.0
2010-07-14,0.0
2010-07-21,0.0
2010-07-28,0.0
2010-08-04,0.0
2010-08-11,0.0
2010-08-18,0.0
2010-08-25,0.0
2010-09-01,0.0
2010-09-08,0.0
2010-09-15,0.0
2010-09-22,0.0
2010-09-29,0.0
2010-10-06,0.0
2010-10-13,0.0
2010-10-20,0.0
2010-10-27,0.0
2010-11-03,0.0
2010-11-10,0.0
2010-11-17,0.0
2010-11-24,0.0
2010-12-01,0.0
2010-12-08,0.0
2010-12-15,0.0
2010-12-22,0.0
2010-12-29,0.0
2011-01-05,0.0
2011-01-12,0.0
2011-01-19,0.0
2011-01-26,0.0
2011-02-02,0.0
2011-02-09,0.0
2011-02-16,0.0
2011-02-23,0.0
2011-03-02,0.0
2011-03-09,0.0
2011-03-16,0.0
2011-03-23,0.0
2011-03-30,0.0
2011-04-06,0.0
2011-04-13,0.0
2011-04-20,0.0
2011-04-27,0.0
2011-05-04,0.0
2011-05-11,0.0
2011-05-18,0.0
2011-05-25,0.0
2011-06-01,0.0
2011-06-08,0.0
2011-06-15,0.0
2011-06-22,0.0
2011-06-29,0.0
2011-07-06,0.0
2011-07-13,0.0
2011-07-20,0.0
2011-07-27,0.0
2011-08-03,0.0
2011-08-10,0.0
2011-08-17,0.0
2011-08-24,0.0
2011-08-31,0.0
2011-09-07,0.0
2011-09-14,0.0
2011-09-21,0.0
2011-09-28,0.0
2011-10-05,0.0
2011-10-12,0.0
2011-10-19,0.0
2011-10-26,0.0
2011-11-02,0.0
2011-11-09,0.0
2011-11-16,0.0
2011-11-23,0.0
2011-11-30,0.0
2011-12-07,0.0
2011-12-14,0.0
2011-12-21,0.0
2011-12-28,0.0
2012-01-04,0.0
2012-01-11,0.0
2012-01-18,0.0
2012-01-25,0.0
2012-02-01,0.0
2012-02-08,0.0
2012-02-15,0.0
2012-02-22,0.0
2012-02-29,0.0
2012-03-07,0.0
2012-03-14,0.0
2012-03-21,0.0
2012-03-28,0.0
2012-04-04,0.0
2012-04-11,0.0
2012-04-18,0.0
2012-04-25,0.0
2012-05-02,0.0
2012-05-09,0.0
2012-05-16,0.0
2012-05-23,0.0
2012-05-30,0.0
2012-06-06,0.0
2012-06-13,0.0
2012-06-20,0.0
2012-06-27,0.0
2012-07-04,0.0
2012-07-11,0.0
2012-07-18,0.0
2012-07-25,0.0
2012-08-01,0.0
2012-08-08,0.0
2012-08-15,0.0
2012-08-22,0.0
2012-08-29,0.0
2012-09-05,0.0
2012-09-12,0.0
2012-09-19,0.0
2012-09-26,0.0
2012-10-03,0.0
2012-10-10,0.0
2012-10-17,0.0
2012-10-24,0.0
2012-10-31,0.0
2012-11-07,0.0
2012-11-14,0.0
2012-11-21,0.0
2012-11-28,0.0
2012-12-05,0.0
2012-12-12,0.0
2012-12-19,0.0
2012-12-26,0.0
2013-01-02,0.0
2013-01-09,0.0
2013-01-16,0.0
2013-01-23,0.0
2013-01-30,0.0
2013-02-06,0.0
2013-02-13,0.0
2013-02-20,0.0
2013-02-27,0.0
2013-03-06,0.0
2013-03-13,0.0
2013-03-20,0.0
2013-03-27,0.0
2013-04-03,0.0
2013-04-10,0.0
2013-04-17,0.0
2013-04-24,0.0
2013-05-01,0.0
2013-05-08,0.0
2013-05-15,0.0
2013-05-22,0.0
